"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2024,1,1,0,0,0,0,0,0,0,21.2,33,36.6,37.1,36.4,34.7,33.6,30.6,17,0,0,0,0,0,0,0,0
2024,1,2,0,0,0,0,0,0,0,22.2,32.1,35.2,35.6,36.2,35.8,34.3,31.3,22.3,0,0,0,0,0,0,0,0
2024,1,3,0,0,0,0,0,0,0,22.1,32.3,34.9,34.1,35.1,34,32.5,31.9,22.3,0,0,0,0,0,0,0,0
2024,1,4,0,0,0,0,0,0,0,23.5,34.5,36.8,37,36.9,37,36.5,32.4,23.5,0.1,0,0,0,0,0,0,0
2024,1,5,0,0,0,0,0,0,0,22.4,33.6,35,35,35.1,34.2,33.8,33,23,0,0,0,0,0,0,0,0
2024,1,6,0,0,0,0,0,0,0,22.5,33.7,36.2,36.1,35.8,35.3,34.5,31.8,21.9,0,0,0,0,0,0,0,0
2024,1,7,0,0,0,0,0,0,0,23.1,33.7,35,35.5,34.1,34.4,33.4,32.6,23.3,0.3,0,0,0,0,0,0,0
2024,1,8,0,0,0,0,0,0,0,19.4,32.9,34.7,34.4,34.1,35.3,34.9,31.6,20.9,0,0,0,0,0,0,0,0
2024,1,9,0,0,0,0,0,0,0,22.9,32.3,34.1,35.1,35.7,35.4,35,34.7,24.3,0.7,0,0,0,0,0,0,0
2024,1,10,0,0,0,0,0,0,0,23.8,33,35.8,35.5,35.4,34.7,34.3,31.3,23.9,1.1,0,0,0,0,0,0,0
2024,1,11,0,0,0,0,0,0,0,19.3,33.5,37.1,38,38.3,37.7,36.7,32.2,23.3,0,0,0,0,0,0,0,0
2024,1,12,0,0,0,0,0,0,0,18.7,35.3,39.2,39.6,39.7,39.1,38.3,36.1,27.2,2.2,0,0,0,0,0,0,0
2024,1,13,0,0,0,0,0,0,0,24.9,34.8,37.9,35.7,34.9,35,36.7,36.2,27.3,3.3,0,0,0,0,0,0,0
2024,1,14,0,0,0,0,0,0,0,19.7,31.4,34.1,34.7,36.5,36.5,35.6,32.2,23.8,0.1,0,0,0,0,0,0,0
2024,1,15,0,0,0,0,0,0,0,19.7,34.8,38.9,39.5,39,38.3,37.2,33.7,24.1,0,0,0,0,0,0,0,0
2024,1,16,0,0,0,0,0,0,0,25.1,36.3,36.4,37.3,39.7,39.4,37.7,35,25.4,0.4,0,0,0,0,0,0,0
2024,1,17,0,0,0,0,0,0,0,24.2,33.9,35.7,35.4,35.2,36.4,35.9,35.9,27.6,6.6,0,0,0,0,0,0,0
2024,1,18,0,0,0,0,0,0,0,25,34.4,37.9,38,37.5,36.9,35.6,32.9,26.2,6.5,0,0,0,0,0,0,0
2024,1,19,0,0,0,0,0,0,0,24.2,34.7,37.2,39.5,39.2,38.5,37.5,34.7,27.4,2.2,0,0,0,0,0,0,0
2024,1,20,0,0,0,0,0,0,0,25.2,33.9,38.3,39.3,39.3,39.1,38.6,36.7,28.4,3.6,0,0,0,0,0,0,0
2024,1,21,0,0,0,0,0,0,0,24,34.4,37.4,38.5,38.3,37.7,37.5,36.8,27.9,2.9,0,0,0,0,0,0,0
2024,1,22,0,0,0,0,0,0,0,25.2,34.4,36.6,36.7,36.6,36.5,37,36.1,28.9,5.1,0,0,0,0,0,0,0
2024,1,23,0,0,0,0,0,0,0,26.9,37.6,40.6,40.6,39.7,40,39.3,36.4,28.9,4.9,0,0,0,0,0,0,0
2024,1,24,0,0,0,0,0,0,0,27,37.9,39.9,40.8,40.2,39.2,38.3,36.4,26.6,0.1,0,0,0,0,0,0,0
2024,1,25,0,0,0,0,0,0,0,25.1,34.9,37.2,37.1,37.2,37.4,37.6,36.1,26.8,0.7,0,0,0,0,0,0,0
2024,1,26,0,0,0,0,0,0,0,26,35,37.2,37.2,37,36.7,36.7,36.1,28.4,6.7,0,0,0,0,0,0,0
2024,1,27,0,0,0,0,0,0,0,25,35,35.7,36.8,37.7,39.4,38.8,35.8,29.8,6.6,0,0,0,0,0,0,0
2024,1,28,0,0,0,0,0,0,0,25.1,35.4,38.9,39.1,37.9,36.3,35.7,32.2,26.8,0.4,0,0,0,0,0,0,0
2024,1,29,0,0,0,0,0,0,0,23.7,34.1,38.1,40.4,38.8,38.8,38.5,37.2,30.2,7,0,0,0,0,0,0,0
2024,1,30,0,0,0,0,0,0,0,22.3,36.5,40.5,41.1,40.8,40.3,39.4,36.1,26.9,0.6,0,0,0,0,0,0,0
