"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2024,1,1,0,0,0,0,0,0,0,6.7,17.7,25.6,31.9,33.8,32.3,29.2,23.3,10.9,0,0,0,0,0,0,0,0
2024,1,2,0,0,0,0,0,0,0,6.7,18.1,26.2,30.7,33.6,33.3,29.6,23,11.3,0,0,0,0,0,0,0,0
2024,1,3,0,0,0,0,0,0,0,6.7,18,25.7,29.5,32.6,31.6,28.2,23.4,11.3,0,0,0,0,0,0,0,0
2024,1,4,0,0,0,0,0,0,0,6.5,17.1,26,31.7,34.4,34.4,31.4,23.8,11.8,0,0,0,0,0,0,0,0
2024,1,5,0,0,0,0,0,0,0,6.6,17.5,25.2,30.1,32.7,31.9,29.4,24.4,12.1,0,0,0,0,0,0,0,0
2024,1,6,0,0,0,0,0,0,0,6.6,17.9,26.2,31,33.2,32.9,30.1,23.9,12.1,0,0,0,0,0,0,0,0
2024,1,7,0,0,0,0,0,0,0,6.4,17.7,25.4,30.5,31.7,32.1,29,24.3,12.6,0,0,0,0,0,0,0,0
2024,1,8,0,0,0,0,0,0,0,6.3,17.5,25.2,29.7,31.7,32.9,30.2,22.9,11,0,0,0,0,0,0,0,0
2024,1,9,0,0,0,0,0,0,0,6.6,17.5,26,30.4,33.1,33,30.4,25.4,12.9,0,0,0,0,0,0,0,0
2024,1,10,0,0,0,0,0,0,0,6.6,17.4,25.1,30.4,32.9,32.2,29.8,23.7,13.1,0,0,0,0,0,0,0,0
2024,1,11,0,0,0,0,0,0,0,6.3,18,27.2,32.6,35.4,35.1,31.9,24,12.6,0,0,0,0,0,0,0,0
2024,1,12,0,0,0,0,0,0,0,6.8,18.5,27.6,33.6,36.6,36.1,32.9,26.4,14.4,0,0,0,0,0,0,0,0
2024,1,13,0,0,0,0,0,0,0,6.8,17.7,25.6,30.3,32.1,32.3,31.5,26.1,14.3,0,0,0,0,0,0,0,0
2024,1,14,0,0,0,0,0,0,0,6.6,17.7,25.3,29.9,34,34.2,31.1,24.5,13.2,0,0,0,0,0,0,0,0
2024,1,15,0,0,0,0,0,0,0,6.5,18,27.5,33.9,36.2,35.8,32.6,25.2,13.1,0,0,0,0,0,0,0,0
2024,1,16,0,0,0,0,0,0,0,6.9,18.7,27.8,32.6,36.7,36.6,32.7,26.2,14.2,0.1,0,0,0,0,0,0,0
2024,1,17,0,0,0,0,0,0,0,6.9,18,26,30.4,32.5,33.7,31.1,26.4,14.9,0.1,0,0,0,0,0,0,0
2024,1,18,0,0,0,0,0,0,0,6.9,18,26.2,32.4,34.8,34.4,31,24.9,14.7,0.2,0,0,0,0,0,0,0
2024,1,19,0,0,0,0,0,0,0,7.1,19.2,28,33.8,36.4,36.2,32.7,25.9,15.3,0.2,0,0,0,0,0,0,0
2024,1,20,0,0,0,0,0,0,0,7.1,19.1,27.8,33.3,36.1,36.3,33.4,27.1,15,0,0,0,0,0,0,0,0
2024,1,21,0,0,0,0,0,0,0,7,18.7,27.6,32.9,35.5,35.2,32.6,27.1,15,0,0,0,0,0,0,0,0
2024,1,22,0,0,0,0,0,0,0,6.6,18.3,26.7,31.3,33.7,33.9,32.2,26.7,15.2,0.1,0,0,0,0,0,0,0
2024,1,23,0,0,0,0,0,0,0,7,19.1,28,34.2,36.5,37,33.7,26.8,15.3,0.1,0,0,0,0,0,0,0
2024,1,24,0,0,0,0,0,0,0,7.3,18.4,26.7,34.9,37.3,36.4,33.5,27.5,15.5,0.1,0,0,0,0,0,0,0
2024,1,25,0,0,0,0,0,0,0,7.3,19.3,27.6,32,34.6,34.9,32.6,26.8,14.3,0,0,0,0,0,0,0,0
