"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2024,1,1,0,0,0,0,0,0,0,21.4,31.2,33.8,35.3,35.2,34,33.8,32,20.8,0,0,0,0,0,0,0,0
2024,1,2,0,0,0,0,0,0,0,22.5,32.9,35.7,35.8,35.4,35.5,34.6,32.6,22.3,0,0,0,0,0,0,0,0
2024,1,3,0,0,0,0,0,0,0,22,31.8,35.5,35.5,33.4,32.7,32.2,31.8,22,0,0,0,0,0,0,0,0
2024,1,4,0,0,0,0,0,0,0,22.9,34.8,37.5,37.8,37.2,36.8,35.8,31.8,24,0.1,0,0,0,0,0,0,0
2024,1,5,0,0,0,0,0,0,0,22.9,33.3,36.3,35.8,34,34.8,34.8,34.2,23.9,0.1,0,0,0,0,0,0,0
2024,1,6,0,0,0,0,0,0,0,22.8,33.7,37,37.7,37.6,37.1,35.9,33.1,24.5,0.3,0,0,0,0,0,0,0
2024,1,7,0,0,0,0,0,0,0,22.6,32.4,34.4,34.4,34.2,35.2,34.4,33.2,23.3,0.2,0,0,0,0,0,0,0
2024,1,8,0,0,0,0,0,0,0,18.5,31.9,34.2,36,35.3,36.1,34.7,31.5,22.9,0,0,0,0,0,0,0,0
2024,1,9,0,0,0,0,0,0,0,19,31.8,35.7,36.9,36.6,36.2,35.6,34.3,24.5,0.3,0,0,0,0,0,0,0
2024,1,10,0,0,0,0,0,0,0,23.6,33.7,36,35.6,35.7,33.9,33.5,33.4,24.3,1.3,0,0,0,0,0,0,0
2024,1,11,0,0,0,0,0,0,0,18.4,32.4,37.2,38.3,38,37.4,35.9,31.4,22.4,0,0,0,0,0,0,0,0
2024,1,12,0,0,0,0,0,0,0,24.4,36.4,39.3,39.8,39.5,39.4,38.8,36.3,27.9,3,0,0,0,0,0,0,0
2024,1,13,0,0,0,0,0,0,0,22.9,34.4,37,36.3,35.9,36.4,36.3,36.3,26.7,3.4,0,0,0,0,0,0,0
2024,1,14,0,0,0,0,0,0,0,19.9,32.4,35.5,36.1,34.8,35,35.2,34.3,26.4,4.9,0,0,0,0,0,0,0
2024,1,15,0,0,0,0,0,0,0,22.5,34.3,37.4,38.7,38.6,38,36.9,32.8,25.6,1.1,0,0,0,0,0,0,0
2024,1,16,0,0,0,0,0,0,0,19.3,32.2,37.4,38.2,39.2,38.8,37.3,34.1,24.3,0.1,0,0,0,0,0,0,0
2024,1,17,0,0,0,0,0,0,0,24.2,33.5,37.9,37.7,36.6,36.7,35.9,35.1,27.2,6.5,0,0,0,0,0,0,0
2024,1,18,0,0,0,0,0,0,0,23.8,32.9,35.4,37.1,36.2,35.8,35.9,32.8,23,0,0,0,0,0,0,0,0
2024,1,19,0,0,0,0,0,0,0,19.4,33.1,37.6,39.2,39.1,38.9,38,35.4,27.5,2.1,0,0,0,0,0,0,0
2024,1,20,0,0,0,0,0,0,0,25,36.1,38.8,38.6,38.9,38.1,37.6,35.9,27.7,2.9,0,0,0,0,0,0,0
2024,1,21,0,0,0,0,0,0,0,25.2,35.8,39,38.9,38.8,38.3,37.6,35.8,27.1,1.4,0,0,0,0,0,0,0
2024,1,22,0,0,0,0,0,0,0,19.8,33.3,36.4,36.9,37.4,38,37.8,35.7,28,4.3,0,0,0,0,0,0,0
2024,1,23,0,0,0,0,0,0,0,24.8,35.9,38.6,38.7,38.7,38.2,38.1,35.9,27.9,5.2,0,0,0,0,0,0,0
2024,1,24,0,0,0,0,0,0,0,26,36.5,39.8,40.3,40.1,39.6,38.8,36.2,29.1,5.7,0,0,0,0,0,0,0
2024,1,25,0,0,0,0,0,0,0,24.9,34.5,36.6,37.7,37.5,38.1,37.8,37.3,29.1,5.8,0,0,0,0,0,0,0
2024,1,26,0,0,0,0,0,0,0,26.1,35.1,36.9,37.8,37.6,37.1,36.6,36.4,28.9,6.3,0,0,0,0,0,0,0
2024,1,27,0,0,0,0,0,0,0,24.6,32.6,34.6,36.5,37,37.1,37.3,35,28,5.1,0,0,0,0,0,0,0
2024,1,28,0,0,0,0,0,0,0,26.1,34.3,37.6,38.2,38.2,37.3,36.4,35.3,27.6,1.8,0,0,0,0,0,0,0
2024,1,29,0,0,0,0,0,0,0,21.3,34.5,38.4,38.9,38.7,38.4,38.2,36.6,29.5,7,0,0,0,0,0,0,0
2024,1,30,0,0,0,0,0,0,0,21.4,33.9,38.4,39.3,39.4,39,38.3,35.9,27,1.7,0,0,0,0,0,0,0
2024,1,31,0,0,0,0,0,0,0,24.7,33.6,37.3,37.2,36.2,36,35,36.2,28.1,7.4,0,0,0,0,0,0,0
2024,2,1,0,0,0,0,0,0,0,20.9,34.2,38.1,38.9,38.7,39,37.8,34,26.6,2.3,0,0,0,0,0,0,0
2024,2,2,0,0,0,0,0,0,0,22.5,33.9,36.7,37.8,37.6,37.8,37.4,36.3,29.5,8.4,0,0,0,0,0,0,0
2024,2,3,0,0,0,0,0,0,0,25.2,35.7,38.4,39.4,38.2,37,37.4,35.5,29.3,8.5,0,0,0,0,0,0,0
2024,2,4,0,0,0,0,0,0,0,22.5,34.3,37.5,38.5,38.7,37.5,37.2,36.3,29.6,9.2,0,0,0,0,0,0,0
2024,2,5,0,0,0,0,0,0,0,25.4,33.9,37.5,38.1,37.9,37.3,37,35.8,29.4,9.4,0,0,0,0,0,0,0
2024,2,6,0,0,0,0,0,0,0,25,33.4,35.8,37.7,37.5,37.8,37,35.9,29.2,9.4,0,0,0,0,0,0,0
2024,2,7,0,0,0,0,0,0,0,25.2,34.1,36.5,36.4,34.6,34.2,34.9,34.3,28,9.8,0,0,0,0,0,0,0
