"Year","Month","Day","Period","1","2","3"
2020,1,1,"1",985.019792182088,1102.67590114906,1249.63619107877
2020,1,1,"2",985.724888668976,1082.93719502597,1192.383739323
2020,1,1,"3",1001.58955962395,1079.79694632457,1165.78614362543
2020,1,1,"4",1036.13928748144,1078.45112545254,1150.00790888959
2020,1,1,"5",1139.78847105393,1099.08704549032,1163.98291679848
2020,1,1,"6",1286.80108857001,1156.06012907288,1229.34988927555
2020,1,1,"7",1347.08683819891,1233.22052573587,1368.19835495096
2020,1,1,"8",1305.48614547254,1220.65953093027,1460.61372983233
2020,1,1,"9",1232.50865907966,1204.06107350858,1566.10249920911
2020,1,1,"10",1184.20954972786,1209.44435699669,1638.68237899399
2020,1,1,"11",1153.1853043048,1181.18211868409,1688.72192344195
2020,1,1,"12",1129.21202375062,1174.0044073666,1710.81145207213
2020,1,1,"13",1107.70658090054,1174.90162128128,1698.18886428345
2020,1,1,"14",1093.95719940623,1161.89201951834,1702.69693135084
2020,1,1,"15",1087.61133102425,1157.40594994491,1684.21385637457
2020,1,1,"16",1091.48936170213,1161.89201951834,1659.41948750395
2020,1,1,"17",1170.46016823355,1193.74311348969,1693.22999050933
2020,1,1,"18",1280.10267194458,1409.07445301432,1888.88010123379
2020,1,1,"19",1266.00074220683,1428.36455218007,1860.02847200253
2020,1,1,"20",1245.20039584364,1406.83141822761,1797.3663397659
2020,1,1,"21",1204.6573478476,1371.39146859751,1715.77032584625
2020,1,1,"22",1117.57793171697,1296.92271367858,1601.71622904144
2020,1,1,"23",1031.20361207323,1210.79017786872,1465.12179689972
2020,1,1,"24",991.013112320633,1138.5644577365,1324.0192976906
2020,1,2,"1",970.917862444334,1097.29261766095,1236.11198987662
2020,1,2,"2",968.450024740228,1082.48858806863,1187.87567225562
2020,1,2,"3",977.968827313211,1074.8622697938,1153.6143625435
2020,1,2,"4",1011.46091044038,1077.10530458051,1137.38532110092
2020,1,2,"5",1097.83523008412,1097.29261766095,1145.04903511547
2020,1,2,"6",1221.22711528946,1155.16291515819,1213.12084783296
2020,1,2,"7",1274.10935180604,1236.36077443727,1346.10882632078
2020,1,2,"8",1224.7525977239,1215.27624744215,1426.80322682695
2020,1,2,"9",1174.69074715487,1204.06107350858,1535.4476431509
2020,1,2,"10",1150.36491835725,1192.845899575,1617.49446377729
2020,1,2,"11",1128.50692726373,1185.21958130017,1686.46788990826
2020,1,2,"12",1120.75086590797,1177.59326302534,1733.80259411579
2020,1,2,"13",1112.64225630876,1164.13505430505,1754.08889591901
2020,1,2,"14",1101.713260762,1163.68644734771,1784.29294527048
2020,1,2,"15",1099.24542305789,1152.91988037148,1782.94052515027
2020,1,2,"16",1101.36071251856,1147.08798992602,1745.52356849098
2020,1,2,"17",1163.05665512123,1215.7248543995,1735.155014236
2020,1,2,"18",1265.29564571994,1386.64410514717,1889.33090794053
2020,1,2,"19",1256.1293913904,1402.34534865418,1860.93008541601
2020,1,2,"20",1222.98985650668,1397.41067212341,1775.72761784245
2020,1,2,"21",1176.10094012865,1358.83047379191,1695.48402404302
2020,1,2,"22",1094.66229589312,1283.91311191563,1583.23315406517
2020,1,2,"23",1009.34562097971,1206.75271525264,1438.52420120215
2020,1,2,"24",963.866897575458,1135.87281599244,1309.14267636824
2020,1,3,"1",948.707323107373,1099.53565244766,1219.88294843404
2020,1,3,"2",932.8426521524,1086.52605068472,1172.09743751977
2020,1,3,"3",940.951261751608,1076.65669762317,1148.20468206264
2020,1,3,"4",970.917862444334,1080.69416023926,1131.97564062006
2020,1,3,"5",1049.53612073231,1102.22729419172,1131.52483391332
2020,1,3,"6",1176.10094012865,1164.5836612624,1191.48212590952
2020,1,3,"7",1231.80356259278,1249.81898315756,1318.60961720974
2020,1,3,"8",1203.59970311727,1222.45395875964,1405.61531161025
2020,1,3,"9",1164.81939633845,1214.82764048481,1545.36539069915
2020,1,3,"10",1149.30727362692,1204.06107350858,1624.7073710851
2020,1,3,"11",1139.08337456705,1192.845899575,1708.1066118317
2020,1,3,"12",1126.39163780307,1178.49047694003,1771.21955077507
2020,1,3,"13",1116.87283523008,1169.51833779317,1789.25181904461
2020,1,3,"14",1110.17441860465,1154.71430820085,1816.75102815565
2020,1,3,"15",1102.77090549233,1149.77963167008,1816.75102815565
2020,1,3,"16",1099.95051954478,1142.15331339525,1784.29294527048
2020,1,3,"17",1141.55121227115,1085.18022981269,1749.58082885163
2020,1,3,"18",1234.27140029688,1354.34440421848,1863.1841189497
2020,1,3,"19",1206.42008906482,1360.62490162128,1803.2268269535
2020,1,3,"20",1166.58213755567,1341.33480245553,1718.92597279342
2020,1,3,"21",1139.78847105393,1308.58649456949,1622.90414425815
2020,1,3,"22",1085.49604156358,1264.62301274988,1529.5871559633
2020,1,3,"23",1014.63384463137,1211.68739178341,1413.72983233154
2020,1,3,"24",967.392380009896,1150.67684558476,1306.88864283455
2020,1,4,"1",947.649678377041,1109.85361246655,1214.92407465992
2020,1,4,"2",934.252845126175,1093.25515504486,1168.04017715913
2020,1,4,"3",941.656358238496,1086.97465764206,1130.1724137931
2020,1,4,"4",953.99554675903,1082.93719502597,1106.73046504271
2020,1,4,"5",998.769173676398,1095.04958287423,1102.67320468206
2020,1,4,"6",1062.58040573973,1120.17157248544,1127.46757355267
2020,1,4,"7",1118.98812469075,1148.88241775539,1165.3353369187
2020,1,4,"8",1142.96140524493,1126.90067684558,1187.42486554888
2020,1,4,"9",1136.96808510638,1138.11585077916,1271.72571970895
2020,1,4,"10",1122.51360712519,1143.05052730993,1357.37899398924
2020,1,4,"11",1105.94383968332,1131.38674641901,1411.02499209111
2020,1,4,"12",1083.38075210292,1106.26475680781,1434.01613413477
2020,1,4,"13",1061.17021276596,1117.92853769872,1432.66371401455
2020,1,4,"14",1038.60712518555,1105.81614985046,1408.77095855742
2020,1,4,"15",1034.72909450767,1099.98425940501,1384.42739639355
2020,1,4,"16",1045.30554181098,1082.93719502597,1362.33786776337
2020,1,4,"17",1113.34735279565,1149.77963167008,1379.46852261942
2020,1,4,"18",1206.77263730826,1322.04470328978,1543.11135716545
2020,1,4,"19",1181.74171202375,1323.83913111916,1587.74122113255
2020,1,4,"20",1153.1853043048,1304.10042499606,1551.22587788674
2020,1,4,"21",1112.28970806531,1274.49236581143,1506.59601391965
2020,1,4,"22",1055.52944087086,1237.25798835196,1442.5814615628
2020,1,4,"23",996.301335972291,1191.05147174563,1354.22334704208
2020,1,4,"24",963.16180108857,1141.7047064379,1275.33217336286
2020,1,5,"1",947.649678377041,1106.71336376515,1200.94906675103
2020,1,5,"2",941.656358238496,1088.32047851409,1156.31920278393
2020,1,5,"3",946.59203364671,1072.61923500708,1134.22967415375
2020,1,5,"4",964.924542305789,1071.7220210924,1118.90224612464
2020,1,5,"5",999.826818406729,1079.34833936723,1114.844985764
2020,1,5,"6",1063.63805047006,1097.74122461829,1115.29579247074
2020,1,5,"7",1124.98144482929,1117.03132378404,1134.68048086049
2020,1,5,"8",1145.42924294904,1095.04958287423,1130.62322049984
2020,1,5,"9",1128.15437902029,1109.40500550921,1179.76115153432
2020,1,5,"10",1108.05912914399,1121.51739335747,1230.25150268902
2020,1,5,"11",1074.91959426027,1121.51739335747,1270.37329958874
2020,1,5,"12",1053.76669965364,1114.33968203998,1292.91363492566
2020,1,5,"13",1031.55616031668,1108.95639855187,1302.38057576716
2020,1,5,"14",1015.33894111826,1101.77868723438,1308.6918696615
2020,1,5,"15",1015.6914893617,1093.25515504486,1309.14267636824
2020,1,5,"16",1024.15264720435,1092.80654808752,1296.06928187283
2020,1,5,"17",1105.23874319644,1155.16291515819,1323.56849098387
2020,1,5,"18",1219.81692231569,1313.52117110027,1502.08794685226
2020,1,5,"19",1216.64398812469,1332.36266330867,1563.39765896868
2020,1,5,"20",1191.96561108362,1318.0072406737,1547.1686175261
2020,1,5,"21",1140.14101929738,1274.04375885408,1499.38310661183
2020,1,5,"22",1060.46511627907,1223.35117267433,1424.09838658652
2020,1,5,"23",987.487629886195,1160.09759168897,1322.21607086365
2020,1,5,"24",960.693963384463,1110.30221942389,1231.1531161025
2020,1,6,"1",951.527709054923,1083.38580198331,1158.57323631762
2020,1,6,"2",952.937902028699,1073.51644892177,1129.27080037963
2020,1,6,"3",970.212765957447,1064.09570281757,1104.47643150902
2020,1,6,"4",1011.81345868382,1069.92759326303,1101.32078456185
2020,1,6,"5",1129.56457199406,1090.5635133008,1120.25466624486
2020,1,6,"6",1300.55047006432,1153.81709428616,1187.42486554888
2020,1,6,"7",1371.06011875309,1245.33291358413,1334.38785194559
2020,1,6,"8",1298.78772884711,1218.8651031009,1435.36855425498
2020,1,6,"9",1220.87456704602,1216.62206831418,1525.9807023094
2020,1,6,"10",1182.44680851064,1205.85550133795,1608.02752293578
2020,1,6,"11",1153.1853043048,1206.30410829529,1671.59126858589
2020,1,6,"12",1130.26966848095,1197.78057610578,1710.36064536539
2020,1,6,"13",1107.70658090054,1167.7239099638,1713.51629231256
2020,1,6,"14",1090.07916872835,1136.77002990713,1724.78645998102
2020,1,6,"15",1086.90623453736,1146.63938296868,1717.12274596647
2020,1,6,"16",1093.25210291935,1141.25609948056,1687.82031002847
2020,1,6,"17",1169.75507174666,1202.26664567921,1677.00094906675
2020,1,6,"18",1293.49950519545,1407.7286321423,1837.03732995887
2020,1,6,"19",1293.85205343889,1450.34629308988,1823.51312875672
2020,1,6,"20",1267.76348342405,1436.88808436959,1748.67921543815
2020,1,6,"21",1222.63730826324,1406.83141822761,1667.53400822525
2020,1,6,"22",1126.03908955962,1341.33480245553,1562.4960455552
2020,1,6,"23",1044.95299356754,1236.80938139462,1412.82821891806
2020,1,6,"24",1004.76249381494,1171.31276562254,1296.9708952863
2020,1,7,"1",1004.05739732806,1094.15236895955,1200.94906675103
2020,1,7,"2",1000.88446313706,1084.73162285534,1156.31920278393
2020,1,7,"3",1017.45423057892,1082.48858806863,1128.36918696615
2020,1,7,"4",1059.76001979218,1089.21769242877,1125.21354001898
2020,1,7,"5",1179.62642256309,1118.37714465607,1137.38532110092
2020,1,7,"6",1349.20212765957,1193.74311348969,1200.04745333755
2020,1,7,"7",1408.0776843147,1294.23107193452,1357.37899398924
2020,1,7,"8",1336.5103908956,1262.82858492051,1451.14678899083
2020,1,7,"9",1240.96981692232,1224.24838658901,1542.20974375198
2020,1,7,"10",1185.61974270163,1195.9861482764,1608.47832964252
2020,1,7,"11",1142.96140524493,1084.73162285534,1672.04207529263
2020,1,7,"12",1118.98812469075,1186.11679521486,1701.79531793736
2020,1,7,"13",1112.28970806531,1169.06973083583,1713.06548560582
2020,1,7,"14",1086.20113805047,1152.47127341414,1719.8275862069
2020,1,7,"15",1078.79762493815,1137.66724382182,1726.13888010123
2020,1,7,"16",1088.31642751113,1139.01306469385,1697.28725086998
2020,1,7,"17",1163.76175160811,1212.5846056981,1684.6646630813
2020,1,7,"18",1280.10267194458,1419.84101999056,1823.51312875672
2020,1,7,"19",1276.57718951014,1460.66425310877,1815.84941474217
2020,1,7,"20",1264.59054923305,1446.30883047379,1745.52356849098
2020,1,7,"21",1211.70831271648,1420.73823390524,1677.00094906675
2020,1,7,"22",1129.21202375062,1350.30694160239,1557.98797848782
2020,1,7,"23",1043.19025235032,1245.33291358413,1416.88547927871
2020,1,7,"24",1016.74913409203,1177.59326302534,1287.5039544448
2020,1,8,"1",1000.53191489362,1140.80749252322,1202.75229357798
2020,1,8,"2",1009.69816922316,1130.48953250433,1153.6143625435
2020,1,8,"3",1027.32558139535,1126.90067684558,1131.97564062006
2020,1,8,"4",1086.20113805047,1134.52699512042,1127.01676684593
2020,1,8,"5",1197.95893122217,1171.31276562254,1143.69661499525
2020,1,8,"6",1384.45695200396,1263.7257988352,1210.86681429927
2020,1,8,"7",1463.42775853538,1379.01778687234,1375.86206896552
2020,1,8,"8",1388.68753092528,1341.33480245553,1463.7693767795
2020,1,8,"9",1274.10935180604,1303.20321108138,1546.71781081936
2020,1,8,"10",1207.83028203859,1268.66047536597,1623.80575767162
2020,1,8,"11",1161.9990103909,1240.39823705336,1675.1977222398
2020,1,8,"12",1126.03908955962,1216.17346135684,1704.95096488453
2020,1,8,"13",1106.64893617021,1188.35983000157,1694.58241062955
2020,1,8,"14",1089.02152399802,1175.79883519597,1693.68079721607
2020,1,8,"15",1081.26546264226,1157.40594994491,1680.15659601392
2020,1,8,"16",1098.18777832756,1175.79883519597,1659.87029421069
2020,1,8,"17",1170.81271647699,1286.15614670235,1655.81303385005
2020,1,8,"18",1293.85205343889,1457.52400440737,1825.31635558368
2020,1,8,"19",1291.38421573478,1483.54320793326,1827.11958241063
2020,1,8,"20",1271.64151410193,1470.53360617031,1761.75260993357
2020,1,8,"21",1236.38668975755,1424.32708956399,1695.93483074976
2020,1,8,"22",1144.01904997526,1350.30694160239,1573.76621322366
2020,1,8,"23",1060.81766452251,1252.06201794428,1436.7209743752
2020,1,8,"24",1024.15264720435,1178.49047694003,1309.14267636824
2020,1,9,"1",1014.28129638793,1141.7047064379,1216.72730148687
2020,1,9,"2",1016.74913409203,1121.51739335747,1166.23695033217
2020,1,9,"3",1037.54948045522,1118.82575161341,1150.45871559633
2020,1,9,"4",1086.90623453736,1128.69510467496,1144.59822840873
2020,1,9,"5",1208.88792676893,1158.30316385959,1153.6143625435
2020,1,9,"6",1395.38594755072,1244.43569966945,1221.68617526099
2020,1,9,"7",1456.02424542306,1344.47505115693,1370.9031951914
2020,1,9,"8",1385.16204849085,1301.40878325201,1473.23631762101
2020,1,9,"9",1279.39757545769,1272.24933102471,1588.19202783929
2020,1,9,"10",1210.65066798615,1241.29545096805,1663.02594115786
2020,1,9,"11",1162.70410687778,1185.66818825752,1692.77918380259
2020,1,9,"12",1133.0900544285,1151.57405949945,1705.85257829801
2020,1,9,"13",1109.46932211776,1137.66724382182,1707.65580512496
2020,1,9,"14",1090.78426521524,1122.8632142295,1723.4340398608
2020,1,9,"15",1081.6180108857,1114.33968203998,1708.1066118317
2020,1,9,"16",1087.61133102425,1123.76042814418,1699.54128440367
2020,1,9,"17",1157.41588322613,1177.144656068,1683.31224296109
2020,1,9,"18",1284.33325086591,1381.7094286164,1853.26637140146
2020,1,9,"19",1286.80108857001,1419.84101999056,1852.36475798798
2020,1,9,"20",1268.11603166749,1406.38281127027,1763.55583676052
2020,1,9,"21",1227.92553191489,1366.0081851094,1678.8041758937
2020,1,9,"22",1144.01904997526,1296.92271367858,1559.79120531477
2020,1,9,"23",1057.29218208808,1213.03321265544,1419.59031951914
2020,1,9,"24",1011.46091044038,1148.88241775539,1292.01202151218
2020,1,10,"1",1002.64720435428,1112.99386116795,1204.1047136982
2020,1,10,"2",1003.35230084117,1096.39540374626,1161.72888326479
2020,1,10,"3",1020.27461652647,1090.5635133008,1144.14742170199
2020,1,10,"4",1066.10588817417,1097.29261766095,1135.13128756723
2020,1,10,"5",1182.79935675408,1125.55485597356,1141.8933881683
2020,1,10,"6",1365.77189510143,1194.19172044703,1211.31762100601
2020,1,10,"7",1425.70509648689,1264.17440579254,1360.53464093641
2020,1,10,"8",1354.49035131123,1240.8468440107,1465.57260360645
2020,1,10,"9",1255.07174666007,1222.90256571698,1558.43878519456
2020,1,10,"10",1191.61306284018,1213.93042657012,1643.19044606137
2020,1,10,"11",1154.24294903513,1206.30410829529,1694.58241062955
2020,1,10,"12",1121.10341415141,1187.46261608689,1721.63081303385
2020,1,10,"13",1094.66229589312,1170.8641586652,1718.92597279342
2020,1,10,"14",1087.61133102425,1158.30316385959,1712.61467889908
2020,1,10,"15",1071.39411182583,1142.60192035259,1689.17273014869
2020,1,10,"16",1075.9772389906,1134.52699512042,1644.54286618159
2020,1,10,"17",1126.39163780307,1175.79883519597,1643.19044606137
2020,1,10,"18",1221.22711528946,1345.82087202896,1767.16229041443
2020,1,10,"19",1201.83696190005,1364.21375728003,1764.457450174
2020,1,10,"20",1181.74171202375,1345.82087202896,1688.27111673521
2020,1,10,"21",1151.07001484414,1318.45584763104,1621.10091743119
2020,1,10,"22",1087.96387926769,1276.73540059814,1525.9807023094
2020,1,10,"23",1015.6914893617,1215.27624744215,1414.63144574502
2020,1,10,"24",971.270410687778,1152.02266645679,1305.08541600759
2020,1,11,"1",950.470064324592,1115.23689595467,1217.62891490035
2020,1,11,"2",944.82929242949,1097.74122461829,1166.23695033217
2020,1,11,"3",945.886937159822,1085.62883677003,1141.44258146156
2020,1,11,"4",962.456704601682,1083.83440894066,1121.15627965834
2020,1,11,"5",998.416625432954,1088.32047851409,1121.15627965834
2020,1,11,"6",1065.04824344384,1106.71336376515,1140.99177475482
2020,1,11,"7",1133.79515091539,1132.73256729104,1180.21195824106
2020,1,11,"8",1171.16526472044,1117.92853769872,1212.67004112623
2020,1,11,"9",1169.40252350322,1134.52699512042,1317.70800379627
2020,1,11,"10",1141.19866402771,1143.05052730993,1429.95887377412
2020,1,11,"11",1121.45596239485,1132.73256729104,1508.3992407466
2020,1,11,"12",1087.96387926769,1121.96600031481,1507.49762733312
2020,1,11,"13",1066.81098466106,1111.19943333858,1482.70325846251
2020,1,11,"14",1038.60712518555,1105.36754289312,1443.93388168301
2020,1,11,"15",1031.20361207323,1099.98425940501,1409.22176526416
2020,1,11,"16",1037.90202869866,1109.85361246655,1385.77981651376
2020,1,11,"17",1097.13013359723,1164.5836612624,1407.4185384372
2020,1,11,"18",1194.43344878773,1320.69888241776,1576.92186017083
2020,1,11,"19",1178.9213260762,1326.53077286321,1635.07592534008
2020,1,11,"20",1152.83275606136,1309.93231544152,1591.34767478646
2020,1,11,"21",1112.28970806531,1279.87564929954,1544.91458399241
2020,1,11,"22",1052.35650667986,1234.5663466079,1474.58873774122
2020,1,11,"23",984.667243938644,1184.32236738549,1377.66529579247
2020,1,11,"24",946.239485403266,1133.62978120573,1289.75798797849
2020,1,12,"1",920.503463631865,1098.63843853298,1221.23536855426
2020,1,12,"2",909.221919841662,1083.38580198331,1172.54824422651
2020,1,12,"3",899.350569025235,1069.03037934834,1147.30306864916
2020,1,12,"4",902.170954972786,1065.4415236896,1126.5659601392
2020,1,12,"5",933.547748639288,1071.7220210924,1126.5659601392
2020,1,12,"6",991.718208807521,1090.5635133008,1138.73774122113
2020,1,12,"7",1047.77337951509,1111.64804029592,1157.22081619741
2020,1,12,"8",1081.97055912914,1092.80654808752,1169.39259727934
2020,1,12,"9",1089.37407224146,1109.40500550921,1222.13698196773
2020,1,12,"10",1086.20113805047,1125.10624901621,1272.62733312243
2020,1,12,"11",1071.74666006927,1121.51739335747,1305.98702942107
2020,1,12,"12",1057.99727857496,1132.73256729104,1301.47896235369
2020,1,12,"13",1035.43419099456,1120.62017944278,1316.80639038279
2020,1,12,"14",1013.57619990104,1121.06878640013,1305.08541600759
2020,1,12,"15",1014.63384463137,1117.03132378404,1288.40556785827
2020,1,12,"16",1031.20361207323,1122.8632142295,1285.70072761784
2020,1,12,"17",1105.59129143988,1180.73351172674,1324.47010439734
2020,1,12,"18",1235.32904502721,1386.19549818983,1535.89844985764
2020,1,12,"19",1235.68159327066,1423.87848260664,1640.93641252768
2020,1,12,"20",1206.42008906482,1404.58838344089,1632.37108509965
2020,1,12,"21",1171.16526472044,1370.04564772548,1574.66782663714
2020,1,12,"22",1114.05244928253,1327.4279867779,1499.83391331857
2020,1,12,"23",1036.84438396833,1274.04375885408,1407.4185384372
2020,1,12,"24",999.826818406729,1208.09853612467,1304.63460930085
2020,1,13,"1",993.48095002474,1167.7239099638,1224.84182220816
2020,1,13,"2",997.006432459179,1148.43381079805,1170.74501739956
2020,1,13,"3",1012.51855517071,1139.01306469385,1152.71274913002
2020,1,13,"4",1062.22785749629,1146.19077601133,1142.34419487504
2020,1,13,"5",1151.42256308758,1171.31276562254,1157.22081619741
2020,1,13,"6",1282.21796140524,1228.73445616244,1218.07972160709
