"time","113_316_1","A1","A10","A11","A12-1","A13-2","A14","A15","A16","A17","A18","A19","A2","A20","A21","A22","A23","A24","A25-1","A25-2","A26","A27","A28","A29","A3","A30","A31-1","A31-2","A32-1","A32-2","A33-1","A33-2","A34","A4","A5","A6","A7","A8","A9","AB1","AB2","AB3","B1","B10","B11","B12-1","B13-2","B14","B15","B16","B17","B18","B19","B2","B20","B21","B22","B23","B24","B25-1","B25-2","B26","B27","B28","B29","B3","B30","B31-1","B31-2","B32-1","B32-2","B33-1","B33-2","B34","B4","B5","B6","B7","B8","B9","C1","C10","C11","C12-1","C13-2","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C25-1","C25-2","C26","C27","C28","C29","C3","C30","C31-1","C31-2","C32-1","C32-2","C33-1","C33-2","C34","C35","C4","C5","C6","C7","C8","C9","CA-1","CB-1"
2020-07-05 00:00:00,100,9.57205403019928,-15.9028500249957,32.1234505833176,-35.457477087764,-23.9688002089185,-32.9916307835749,-26.4951351960497,-55.5586746527359,-49.0621790652107,58.6543103578631,-147.204615794174,6.94558087418406,47.2854430796936,-122.842757340954,-163.051134826412,-251.068049763297,165.550994391428,-178.618398573164,-178.618398573164,145.970810135251,-262.895441969464,247.840534036191,-200.95678911667,77.6614843293009,-61.9386528527934,-73.7689190730721,-73.7689190730721,75.4685104500251,75.4685104500251,41.204284810727,41.204284810727,-26.0613471472066,52.7317075871249,56.908629458513,56.5482563989092,-145.970810135251,13.1136966916863,39.6496090107043,70.9542337149281,27.1155789762527,169.514677454088,-17.7160185075455,-55.9928760561829,-76.8534550438597,-99.5593671829547,-82.429614360905,-79.9798013204021,-123.005831657978,-113.627530078,-156.653560415575,-141.726263636053,-51.8810677623494,-24.3709189071954,-66.4307105452954,-213.228681528257,-201.086298874331,-171.15762999042,-106.046451861114,-63.4838954571738,-63.4838954571738,97.3294597604857,-72.0092823028976,-142.677563583723,119.478111081174,31.6855522568464,-21.9727159299841,-42.6297465778339,-42.6297465778339,-126.980683243616,-126.980683243616,-166.329652226072,-166.329652226072,-42.2272840700159,16.422017346883,27.6236830315362,33.2437993050606,-97.3294597604857,-29.075228039082,-11.9672102080657,40.1589699915956,-44.179716213047,-52.4952546491228,-80.7664680684557,-43.5422949406671,-7.89103048454707,-28.1080948116521,-81.0099419855602,-101.227006312665,-97.8975177378656,8.99654526775956,-102.70983475726,-62.5176551654319,-66.817445958885,-40.0051127594381,-72.4760899476794,-49.7194913391987,3.01908280119686,3.01908280119686,-89.4466400533712,84.5040986375999,-24.6958836437765,132.027452132124,17.1949647488227,-47.5233534945236,-117.397095553935,-117.397095553935,-50.3545061878536,-50.3545061878536,-77.2320765682036,-77.2320765682036,-55.6766465054765,78.7132881452659,-13.5124684613232,12.9351208451985,133.450358494632,89.4466400533713,-44.5896592136038,-12.6223398918791,78.7132881452669,226.974284854732
2020-07-05 01:00:00,100,15.0721986970096,-16.1136234271929,38.5861503547442,-29.7963166653269,-19.2328224199289,-30.3239903758068,-26.3188921630272,-51.0737112149814,-47.0686130022017,52.2361345985535,-133.633836189342,8.0972571551571,45.2272127261891,-118.614717891418,-157.201538463501,-233.033638244079,148.369973851646,-160.929972997811,-160.929972997811,135.068646106082,-230.210531662862,218.309855902008,-163.49385877768,73.4945718699386,-66.7166728851811,-82.0565533172615,-82.0565533172615,62.7854326625829,62.7854326625829,29.9937453867934,29.9937453867934,-37.9833271148189,49.7943096357806,53.5687120338597,50.9392827980809,-135.068646106082,11.8789212231489,37.1162937983596,67.3675854347295,18.8868056619319,157.171234418668,-20.0070323567653,-51.3793155366065,-72.5838186842105,-93.8040191270255,-78.0744635171851,-74.8613302242682,-115.398133986798,-105.75867160074,-146.29547536327,-135.563833593817,-45.0561682311916,-20.663385236174,-64.6244270093905,-197.069182340676,-184.065956213734,-157.706254829086,-106.187616872452,-60.8350584689581,-60.8350584689581,88.4719752891419,-63.7378245060145,-134.223102142892,110.932513617803,31.8579982497816,-17.4991037051497,-41.2153896784668,-41.2153896784668,-119.662235798814,-119.662235798814,-156.82515096513,-156.82515096513,-34.1008962948503,17.4760451524727,27.5918791918144,30.6554765824344,-88.4719752891419,-25.49357550858,-9.36961076284986,28.5424963252169,-48.5330835564204,-49.6282821929824,-73.0280039419262,-44.4917682910562,-30.384664560209,-50.5442976161482,-86.4379845887036,-106.597617644643,-107.937418286314,-8.88523086259707,-77.0195662607503,-72.6580604384208,-84.4838548223698,-54.1074369738584,-85.9083248261063,-70.8140466336806,-15.6088438232208,-15.6088438232208,-23.825589361282,58.3128718932169,-30.73786910739,107.918821163673,5.59823412079738,-49.305949270456,-99.5381815415509,-99.5381815415509,-51.2998108614148,-51.2998108614148,-76.7094913442209,-76.7094913442209,-60.294050729544,47.9897255153263,-15.4315381260828,5.46248746954443,84.290118020073,23.825589361282,-44.8114811843283,-22.5906301648167,47.9897255153273,174.785440484671
2020-07-05 02:00:00,100,22.0318524055298,-17.4249484444285,44.6217254234016,-24.7792614276662,-14.8932981489324,-28.9237715895797,-27.1738947472671,-48.3426280299498,-46.5927511876371,45.2739779960143,-122.540377615544,8.22234109588902,42.2116935219669,-115.978339456871,-152.598393291619,-218.172490422561,122.610165626409,-155.904862061129,-155.904862061129,125.934714373042,-213.004872740154,192.14764443523,-157.83733305576,68.5073107091075,-55.1675396843946,-75.9946808699855,-75.9946808699855,51.4619345421764,51.4619345421764,19.9131962965624,19.9131962965624,-23.6324603156055,45.9996756745199,49.6161203275012,45.4262291531416,-125.934714373042,9.52144707802861,33.5079292178794,63.7596451906336,9.45257051135764,144.249659844635,-27.8968412176355,-49.3924492875032,-68.4125610087719,-88.4408174955974,-73.5601269731746,-71.2292384236323,-110.962184599644,-100.459166235534,-140.192112411546,-133.747743589619,-37.940661069548,-20.2948389342069,-64.2150877815978,-186.939209229593,-172.997460709813,-144.116955755162,-98.179021390941,-60.8322830322149,-60.8322830322149,82.2019032484826,-63.1340312528361,-139.495564700284,99.9633377961849,27.8832274402637,-18.8477092043861,-41.1438623655918,-41.1438623655918,-119.278476520493,-119.278476520493,-154.305707756984,-154.305707756984,-33.9522907956138,15.3745943495168,25.0404170900405,27.1526216522778,-82.2019032484826,-25.1256417676763,-10.9751072127186,19.2987489994723,-51.5444373975757,-47.4335653070175,-67.8210000266891,-44.5016826203284,-44.5140630275469,-63.6969919419178,-90.3198650757552,-109.502793990126,-112.846086487199,-21.9878416161021,-57.4434373500911,-79.2759608870499,-93.9238250449937,-60.9812058251264,-95.6047349725938,-83.6384436944181,-31.0857179002062,-31.0857179002062,25.5183578762335,34.4825392316807,-27.6725701443067,95.4056181584364,-2.83791207464359,-55.9230789267555,-89.7527426364158,-89.7527426364158,-48.1781863544346,-48.1781863544346,-72.4641717916267,-72.4641717916267,-71.6769210732446,40.1666255466231,-17.5729793352336,0.0632816564593925,45.4705864840371,-25.5183578762334,-45.6536499969879,-29.7801771690296,40.166625546624,148.548085453374
2020-07-05 03:00:00,100,21.0518080013289,-16.5179645375475,47.9768109738216,-21.9479606833391,-12.8253520228394,-27.1024297684728,-27.0591965087942,-45.0218396373116,-44.9786063776329,41.3181411129415,-113.442410518726,10.6196708314742,41.2424829085037,-113.280285794931,-149.055481628925,-207.322667793112,109.148522756436,-144.050984915728,-144.050984915728,118.551171013265,-196.80101050707,174.234980277412,-144.900450538594,68.0652851587758,-51.9005599684756,-68.0227141156133,-68.0227141156133,43.3228340390568,43.3228340390568,12.352027515548,12.352027515548,-24.2994400315245,46.2166800392274,49.2949993249086,42.065448497371,-118.551171013265,10.4066849964203,33.7070466717582,61.5333325349503,3.37760988896866,135.368287607241,-28.4782523799311,-46.052536731994,-65.7366598245614,-84.8934246812749,-70.7709857832865,-67.9637234303649,-104.550105461391,-95.7042284085564,-132.290610439582,-126.937777457519,-36.7301743814021,-18.2345174822983,-62.9116089032242,-173.929106997748,-159.211105188814,-138.753470429121,-93.938173280006,-60.6201164808974,-60.6201164808974,78.2478468156817,-61.805592872814,-120.815045695962,92.9666909605003,28.7162957738086,-19.4039962260734,-41.0778854060657,-41.0778854060657,-108.000864560963,-108.000864560963,-141.658034391139,-141.658034391139,-33.3960037739265,16.4411504390804,25.4689491571286,26.8858717209654,-78.2478468156817,-22.47495217706,-8.62212700654216,12.3115472038297,-55.4040543008923,-46.4647263596491,-63.8459747954699,-46.1824972241793,-60.5758416751328,-80.9929617262518,-95.2719583330251,-115.689078384144,-122.117412231,-33.7303877771572,-41.9595232798018,-86.3874521415416,-110.294587968854,-75.3100842549979,-105.843643087333,-100.096370380824,-42.8682298185573,-42.8682298185573,67.9982839698679,20.5747716280592,-39.6865661839357,71.4536677376827,-10.497547498764,-50.6788961096233,-74.3923221266309,-74.3923221266309,-53.4837449763543,-53.4837449763543,-77.2736848724938,-77.2736848724938,-64.5211038903767,-0.152041968842127,-18.8946484296648,-4.85043202159404,15.1295547321712,-67.9982839698679,-46.401766434577,-36.8895120710447,-0.152041968841331,96.45628096884
2020-07-05 04:00:00,100,20.6646896262577,-16.0265770077275,56.5304825616617,-17.1429311284554,-8.33635870988297,-25.3404289393996,-24.0532877904838,-42.6390533330242,-41.3519121841083,38.9095617148037,-106.889043987228,11.5969373802817,36.6570647042006,-102.062264678793,-134.018146892466,-199.929370569684,126.970187724676,-150.774567415894,-150.774567415894,115.54913511413,-210.501267344173,182.583153271096,-155.824885588394,67.9427272671447,-54.6763817557792,-72.7640632889341,-72.7640632889341,47.8887438741442,47.8887438741442,17.1950278881793,17.1950278881793,-24.5236182442208,46.3469568725819,49.1975694624478,40.8199962838849,-115.54913511413,10.8573477638099,33.8918860952149,53.5208534032507,-17.5063944429128,101.3096442051,-30.5254656263886,-43.4390404988145,-62.8640012719298,-80.6557330270358,-68.2062219848941,-65.026110790379,-103.410971029936,-89.4805074803002,-127.865367719857,-129.195679377415,-25.3109388932641,-13.0630134627761,-62.02217395819,-169.254164791604,-154.489536032097,-122.875868867299,-105.129387645946,-57.8875505762706,-57.8875505762706,70.3749871299604,-40.8648436641373,-144.431613866652,81.1222829281803,28.0739819902176,-20.6774823872174,-43.1737082301204,-43.1737082301204,-117.729343854203,-117.729343854203,-149.915712505431,-149.915712505431,-32.1225176127826,17.1350765015487,24.956992885045,20.3086652388562,-70.3749871299604,-20.0804122514338,-7.63277073223849,10.9418658650395,-54.394772305957,-44.7445428508772,-60.5939977221496,-45.3610797487276,-64.1673246039129,-82.6678055275092,-94.0891277659917,-112.589608689588,-120.239438716686,-38.0170136532183,-37.8946536739684,-87.863597100392,-107.393817116705,-71.2614666609374,-107.46054415778,-85.0655986738374,-53.3952720139668,-53.3952720139668,78.383982031946,-3.23486798276748,-28.1825631295518,67.0341874142107,-11.7064972142283,-70.2690553969779,-77.8702002875439,-77.8702002875439,-46.4863305888115,-46.4863305888115,-69.3955365284598,-69.3955365284598,-92.5309446030221,22.553643165435,-18.0671897030394,-5.71270968420263,10.2571866527143,-78.383982031946,-44.5559590707586,-37.1213975535265,22.5536431654358,103.575125834563
2020-07-05 05:00:00,100,42.3671698084613,-9.88881357268207,41.7187696562352,-25.4206729515462,-15.4414579122187,-23.0042939238825,-12.2813234191505,-42.6063234654186,-31.8833529606866,60.92737522496,-126.537992614261,13.2766983229184,42.1621768416791,-86.3268532215159,-119.511370699858,-220.226265718823,178.862793327827,-197.576447970174,-197.576447970174,125.201532642697,-290.616590789891,262.960194118193,-196.136347572697,79.2997736454623,-94.4802432171932,-93.0758927137175,-93.0758927137175,88.1750005850612,88.1750005850612,57.267529045412,57.267529045412,-69.9197567828069,48.5334698071084,55.7895634490722,52.5509672603521,-125.201532642697,22.096705839389,45.011797406164,67.9150749928876,4.32467342264044,110.696834169451,3.63138502725261,-51.9965472100185,-60.6406422368421,-79.8191936445101,-63.7778471723321,-67.792600313609,-99.0091908222099,-99.3023880268157,-130.518978535416,-120.853630470277,-46.2413578701472,-32.2212144200024,-66.2245970802259,-163.3035722774,-145.536389092609,-140.355634621726,-55.0090555274213,-55.2996953737105,-55.2996953737105,82.8484509848506,-61.3507725030818,-89.5264314355392,71.1368769511406,14.9963145001185,-21.7908152847718,-45.2048969839034,-45.2048969839034,-88.6670406972432,-88.6670406972432,-119.715049522506,-119.715049522506,-31.0091847152282,2.59377510779733,13.9804715436655,31.2197867366834,-82.8484509848507,-33.3054850964132,-19.4475702904078,7.70048070224385,-57.5351767641562,-43.8943372368421,-55.0442308494633,-48.0975597273787,-68.8875041903179,-84.995570141108,-82.5327510372698,-98.6408169880599,-120.000416199332,-31.4198390282552,-27.7915061810804,-91.8113007854492,-73.9250863437182,-31.7677119268863,-27.5438504198345,-112.143102614333,-11.1771759286667,-11.1771759286667,23.1814152390348,86.9130526713009,-99.7154754949428,147.936106113583,-17.8336818937943,-61.0230534422822,-114.311297350192,-114.311297350192,-48.3372379069455,-48.3372379069455,-61.461138572208,-61.461138572208,-80.9769465577179,111.384924584976,-16.5833871430745,-9.77813785047197,-4.71793656309846,-73.5814152390346,-42.568834787285,-42.7656654443207,111.384924584976,259.624186415021
2020-07-05 06:00:00,100,25.440979510275,-29.5604775659205,41.1518359206104,-31.3957272432925,-14.4754452760972,-37.0899901692151,-21.8217885328045,-70.3262583190631,-55.0580566826524,56.1707973367139,-163.587045824992,-18.6236116579456,29.4514444729955,-106.331289688452,-134.802349821651,-262.314903353413,207.034029991465,-232.87978954777,-232.87978954777,159.402194276707,-350.303811536855,306.13228996438,-224.197516174211,54.0207320803021,-126.106295362644,-103.231687357632,-103.231687357632,112.760108351664,112.760108351664,80.1900934969268,80.1900934969268,-109.093704637356,23.6262467456693,39.6508040003952,61.3754158398141,-159.402194276707,0.167167069879781,17.8883718508284,65.2348538162317,1.96437387347169,121.24654748375,9.11582723401273,-56.7963533276507,-66.090823245614,-86.971681247205,-69.531388198409,-74.4294674552004,-107.44759733465,-108.687185943907,-141.705315823357,-126.589974507718,-56.5266788913888,-34.8948101436859,-68.8082472186812,-180.344665939325,-163.110767007102,-159.099636568582,-30.5169187010617,-65.4422136541306,-65.4422136541306,98.8593921319172,-91.6961670491726,-88.7930468169623,73.5213660291201,16.5765116254629,-43.9709855945426,-51.2722935485979,-51.2722935485979,-92.2462794383057,-92.2462794383057,-126.08478094006,-126.08478094006,-63.4290144054575,2.71888603183878,15.1104623635772,34.0286503307789,-98.8593921319172,-36.4068813295648,-20.9630759780459,2.76269993180063,-65.4081083453714,-46.444954122807,-46.392141058616,-44.7895103041909,-79.8734765795367,-94.6930353343361,-83.0215012757289,-97.8410600305283,-149.695982948056,-13.1989949072086,-16.9610600105441,-123.761755127157,-55.0731422377077,6.87895918443564,29.0184362941946,-174.534369969249,6.0308042006539,6.0308042006539,44.6883579125026,145.192744208396,-165.864641181697,200.266256659894,-25.930080283361,-52.1735124514972,-127.544047974905,-127.544047974905,-63.9584673757612,-63.9584673757612,-62.3382838866377,-62.3382838866377,-73.0264875485028,167.129249173449,-18.4025862077412,-14.8759982597573,-29.3534360348839,-44.6883579125023,-45.897999048443,-52.3108142251155,167.129249173449,331.624994826547
2020-07-05 07:00:00,100,27.0399876549015,-33.8621585442604,34.3669530239077,-39.2140782324956,-21.2897010635969,-46.0363203959456,-29.8314026064785,-81.2449184062826,-65.0400006168155,47.7877634214826,-175.069002223711,-18.6019802143977,19.4291572899153,-114.300560513209,-138.158091031003,-282.700125440553,222.264831822439,-257.817792794925,-257.817792794925,179.499279232675,-379.880117759095,325.964863719928,-252.017164428479,56.4436353047593,-127.862953330615,-115.632716315293,-115.632716315293,122.423067678911,122.423067678911,86.9158930094374,86.9158930094374,-101.337046669385,23.8338384181094,41.5905876283711,61.0576182603829,-179.499279232675,-0.621332293469607,17.0528634058119,66.2830964497766,3.45311662661538,123.373134474663,15.7197367648124,-64.6990087749262,-74.295608377193,-97.9029949303494,-78.0290057068437,-84.5492381348659,-120.371802013868,-123.587431252466,-159.409995131469,-135.383427112486,-72.7532422748465,-40.5427851272083,-72.6939403242321,-207.087856821104,-190.784057196368,-188.06002647625,-14.5258808497601,-73.5135526265538,-73.5135526265538,120.292439884923,-111.622528504712,-88.3998655230524,78.5173017106018,17.8316427245014,-66.7666957406514,-59.7030995031201,-59.7030995031201,-97.989953226614,-97.989953226614,-136.029304715737,-136.029304715737,-96.4333042593486,1.93173152465078,16.1346131394596,39.0470751443331,-120.292439884923,-42.0512686346475,-24.3682628337442,0.385606171590467,-75.2927278671458,-51.6055046052631,-41.731767389525,-43.8700675157381,-96.5437616022669,-108.991669193239,-92.3435292114912,-104.791436802463,-204.857029762141,15.9697389483834,-12.1171053194675,-183.07319147794,-30.7099145177612,66.7661089967619,79.8779958010147,-212.596801252676,24.4436906547512,24.4436906547512,32.8378602642258,197.720206407863,-209.723415543735,249.46147174443,-32.8556568310696,-51.7412653365672,-146.973057986468,-146.973057986468,-79.8240931060784,-79.8240931060784,-63.2461114639724,-63.2461114639724,-75.0587346634328,249.563971551051,-20.5143265454753,-19.1459388566193,-44.991171686821,-32.8378602642255,-51.064785271791,-62.1675834468592,249.563971551051,405.930523448945
2020-07-05 08:00:00,60.1966863392433,32.1995937327248,-35.6768018386816,17.6416196691785,-53.0601062164254,-31.3398376743963,-49.1883575192883,-29.1786179101907,-91.8531707268455,-71.8434311177479,51.2278743640072,-192.269402610141,-29.5982557955953,16.2108300480868,-117.232879076025,-139.651828881409,-308.035854836107,254.790874637018,-283.054367693199,-283.054367693199,184.153090874995,-417.672801441259,366.754392259715,-282.787159543436,62.051358761818,-134.885641897823,-130.099839027508,-130.099839027508,144.572742900734,144.572742900734,106.381748351962,106.381748351962,-100.314358102177,25.1373060422837,45.4790615774587,81.2426629109785,-184.153090874995,-2.121031404734,19.683224184274,77.7665941027514,37.9592601507586,157.87878874649,19.5388033619867,-74.6821213577696,-83.2677475,-110.271066178184,-86.9069599018165,-95.097000996947,-134.931113066271,-140.990781182668,-180.824893251992,-146.785826846763,-89.3019553328524,-50.6493107069118,-77.0761307254447,-238.679875592819,-223.589582272208,-218.533499452853,-0.116105841031867,-72.7411882137896,-72.7411882137896,139.890734759369,-127.37113297891,-95.8926703149737,97.5197653960565,16.9671735049253,-67.0121096284768,-62.1527569719718,-62.1527569719718,-108.232184347487,-108.232184347487,-150.865271067487,-150.865271067487,-99.7878903715233,-0.99015662024377,15.9131879222302,47.1024617552091,-139.890734759369,-50.2846631402438,-30.3289070750747,-2.74544512284646,-85.848523615654,-57.2801328508772,-37.6155408355689,-42.2238137553082,-104.631891643549,-133.991017495993,-95.5799269797753,-124.939052832219,-266.430640172141,66.218821548818,-6.69006992594574,-215.052169930364,14.0220996021524,134.283308253635,139.620055364256,-232.144588155321,46.8656812690415,46.8656812690415,-6.84919129258682,249.162911376652,-265.314864109177,305.495046145262,-40.054519734365,-56.2321347686096,-173.549613884737,-173.549613884737,-107.028248238624,-107.028248238624,-79.155676258272,-79.155676258272,-83.3678652313904,329.994055339238,-23.6670891412285,-23.5277390738994,-64.0382545237972,-21.4352067074117,-57.5769277889477,-72.5896351936635,329.994055339239,500
2020-07-05 09:00:00,-100,62.140544836656,-18.9015010756374,-12.2474364165083,-69.4106983878412,-51.6683808086673,-45.9921312021889,-27.7349901223341,-80.8431121612804,-62.5859710814257,34.3136504274598,-161.148893790929,-1.2107844122898,2.36365353771407,-92.6846147414737,-104.642103445209,-284.618710746017,244.254702497627,-271.201121517664,-271.201121517664,158.395313863666,-400.049699104146,358.041455311896,-270.445694941617,96.4344651882654,-129.604004162528,-125.140499651336,-125.140499651336,141.372694488755,141.372694488755,100.640383740685,100.640383740685,-96.5959958374718,51.5328180951001,67.6546592640117,84.3249054724286,-158.395313863666,22.7360837926439,51.247057952125,102.692141986684,126.362183219161,205.954049294687,26.0188953606463,-80.0581812580676,-90.1542578508772,-120.633361297341,-92.8519212935365,-100.342967847463,-135.33946356733,-154.913653569222,-189.910149289089,-139.861248875621,-115.395372541064,-64.2467345437635,-78.6173813658527,-246.632231490567,-231.605656885334,-255.314780725625,61.6446281437173,-72.2995191167695,-72.2995191167695,157.885395399159,-168.78406814641,-35.0094907161998,108.147144982717,19.9345603999595,-70.9771638344406,-66.01189896601,-66.01189896601,-82.776428042135,-82.776428042135,-128.935408061784,-128.935408061784,-106.622836165559,-1.97046001532131,18.0296512836866,66.508671536816,-157.885395399158,-55.3417806630406,-31.2730580593387,-3.37367129415525,-95.3827698462373,-63.824738991228,-38.9238336434735,-42.8131482877544,-110.351390241594,-152.398073369394,-102.711665047471,-144.758348175271,-335.936023135352,122.872967846288,-7.51585267884915,-262.354327661702,29.1979061170367,177.301202541543,196.616972931902,-205.413193917896,62.9283569896721,62.9283569896721,-82.3030581432026,264.281095192755,-362.137107371732,298.22210493792,-44.2550505154162,-33.9410097451645,-171.95785211709,-171.95785211709,-159.427664715516,-159.427664715516,-125.205931079023,-125.205931079023,-48.0589902548356,296.087246500528,-26.9602149275678,-25.941453823781,-72.4265349694207,-22.796941856797,-64.7444604103746,-80.507502262434,296.087246500528,472.108704499468
