Year,Month,Day,Period,value
2024,1,1,1,9.3
2024,1,1,2,9.3
2024,1,1,3,9.3
2024,1,1,4,9.3
2024,1,1,5,9.3
2024,1,1,6,9.3
2024,1,1,7,9.3
2024,1,1,8,9.3
2024,1,1,9,9.3
2024,1,1,10,9.3
2024,1,1,11,9.3
2024,1,1,12,9.3
2024,1,1,13,9.316666667
2024,1,1,14,9.333333333
2024,1,1,15,9.35
2024,1,1,16,9.366666667
2024,1,1,17,9.383333333
2024,1,1,18,9.4
2024,1,1,19,9.416666667
2024,1,1,20,9.433333333
2024,1,1,21,9.45
2024,1,1,22,9.466666667
2024,1,1,23,9.483333333
2024,1,1,24,9.5
2024,1,1,25,9.483333333
2024,1,1,26,9.466666667
2024,1,1,27,9.45
2024,1,1,28,9.433333333
2024,1,1,29,9.416666667
2024,1,1,30,9.4
2024,1,1,31,9.383333333
2024,1,1,32,9.366666667
2024,1,1,33,9.35
2024,1,1,34,9.333333333
2024,1,1,35,9.316666667
2024,1,1,36,9.3
2024,1,1,37,9.316666667
2024,1,1,38,9.333333333
2024,1,1,39,9.35
2024,1,1,40,9.366666667
2024,1,1,41,9.383333333
2024,1,1,42,9.4
2024,1,1,43,9.416666667
2024,1,1,44,9.433333333
2024,1,1,45,9.45
2024,1,1,46,9.466666667
2024,1,1,47,9.483333333
2024,1,1,48,9.5
2024,1,1,49,9.483333333
2024,1,1,50,9.466666667
2024,1,1,51,9.45
2024,1,1,52,9.433333333
2024,1,1,53,9.416666667
2024,1,1,54,9.4
2024,1,1,55,9.383333333
2024,1,1,56,9.366666667
2024,1,1,57,9.35
2024,1,1,58,9.333333333
2024,1,1,59,9.316666667
2024,1,1,60,9.3
2024,1,1,61,9.283333333
2024,1,1,62,9.266666667
2024,1,1,63,9.25
2024,1,1,64,9.233333333
2024,1,1,65,9.216666667
2024,1,1,66,9.2
2024,1,1,67,9.183333333
2024,1,1,68,9.166666667
2024,1,1,69,9.15
2024,1,1,70,9.133333333
2024,1,1,71,9.116666667
2024,1,1,72,9.1
2024,1,1,73,9.133333333
2024,1,1,74,9.166666667
2024,1,1,75,9.2
2024,1,1,76,9.233333333
2024,1,1,77,9.266666667
2024,1,1,78,9.3
2024,1,1,79,9.333333333
2024,1,1,80,9.366666667
2024,1,1,81,9.4
2024,1,1,82,9.433333333
2024,1,1,83,9.466666667
2024,1,1,84,9.5
2024,1,1,85,10.28333333
2024,1,1,86,11.06666667
2024,1,1,87,11.85
2024,1,1,88,12.63333333
2024,1,1,89,13.41666667
2024,1,1,90,14.2
2024,1,1,91,14.98333333
2024,1,1,92,15.76666667
2024,1,1,93,16.55
2024,1,1,94,17.33333333
2024,1,1,95,18.11666667
2024,1,1,96,18.9
2024,1,1,97,18.86666667
2024,1,1,98,18.83333333
2024,1,1,99,18.8
2024,1,1,100,18.76666667
2024,1,1,101,18.73333333
2024,1,1,102,18.7
2024,1,1,103,18.66666667
2024,1,1,104,18.63333333
2024,1,1,105,18.6
2024,1,1,106,18.56666667
2024,1,1,107,18.53333333
2024,1,1,108,18.5
2024,1,1,109,18.5
2024,1,1,110,18.5
2024,1,1,111,18.5
2024,1,1,112,18.5
2024,1,1,113,18.5
2024,1,1,114,18.5
2024,1,1,115,18.5
2024,1,1,116,18.5
2024,1,1,117,18.5
2024,1,1,118,18.5
2024,1,1,119,18.5
2024,1,1,120,18.5
2024,1,1,121,18.51666667
2024,1,1,122,18.53333333
2024,1,1,123,18.55
2024,1,1,124,18.56666667
2024,1,1,125,18.58333333
2024,1,1,126,18.6
2024,1,1,127,18.61666667
2024,1,1,128,18.63333333
2024,1,1,129,18.65
2024,1,1,130,18.66666667
2024,1,1,131,18.68333333
2024,1,1,132,18.7
2024,1,1,133,18.68333333
2024,1,1,134,18.66666667
2024,1,1,135,18.65
2024,1,1,136,18.63333333
2024,1,1,137,18.61666667
2024,1,1,138,18.6
2024,1,1,139,18.58333333
2024,1,1,140,18.56666667
2024,1,1,141,18.55
2024,1,1,142,18.53333333
2024,1,1,143,18.51666667
2024,1,1,144,18.5
2024,1,1,145,18.51666667
2024,1,1,146,18.53333333
2024,1,1,147,18.55
2024,1,1,148,18.56666667
2024,1,1,149,18.58333333
2024,1,1,150,18.6
2024,1,1,151,18.61666667
2024,1,1,152,18.63333333
2024,1,1,153,18.65
2024,1,1,154,18.66666667
2024,1,1,155,18.68333333
2024,1,1,156,18.7
2024,1,1,157,18.7
2024,1,1,158,18.7
2024,1,1,159,18.7
2024,1,1,160,18.7
2024,1,1,161,18.7
2024,1,1,162,18.7
2024,1,1,163,18.7
2024,1,1,164,18.7
2024,1,1,165,18.7
2024,1,1,166,18.7
2024,1,1,167,18.7
2024,1,1,168,18.7
2024,1,1,169,18.7
2024,1,1,170,18.7
2024,1,1,171,18.7
2024,1,1,172,18.7
2024,1,1,173,18.7
2024,1,1,174,18.7
2024,1,1,175,18.7
2024,1,1,176,18.7
2024,1,1,177,18.7
2024,1,1,178,18.7
2024,1,1,179,18.7
2024,1,1,180,18.7
2024,1,1,181,18.7
2024,1,1,182,18.7
2024,1,1,183,18.7
2024,1,1,184,18.7
2024,1,1,185,18.7
2024,1,1,186,18.7
2024,1,1,187,18.7
2024,1,1,188,18.7
2024,1,1,189,18.7
2024,1,1,190,18.7
2024,1,1,191,18.7
2024,1,1,192,18.7
2024,1,1,193,18.71666667
2024,1,1,194,18.73333333
2024,1,1,195,18.75
2024,1,1,196,18.76666667
2024,1,1,197,18.78333333
2024,1,1,198,18.8
2024,1,1,199,18.81666667
2024,1,1,200,18.83333333
2024,1,1,201,18.85
2024,1,1,202,18.86666667
2024,1,1,203,18.88333333
2024,1,1,204,18.9
2024,1,1,205,18.81666667
2024,1,1,206,18.73333333
2024,1,1,207,18.65
2024,1,1,208,18.56666667
2024,1,1,209,18.48333333
2024,1,1,210,18.4
2024,1,1,211,18.31666667
2024,1,1,212,18.23333333
2024,1,1,213,18.15
2024,1,1,214,18.06666667
2024,1,1,215,17.98333333
2024,1,1,216,17.9
2024,1,1,217,17.18333333
2024,1,1,218,16.46666667
2024,1,1,219,15.75
2024,1,1,220,15.03333333
2024,1,1,221,14.31666667
2024,1,1,222,13.6
2024,1,1,223,12.88333333
2024,1,1,224,12.16666667
2024,1,1,225,11.45
2024,1,1,226,10.73333333
2024,1,1,227,10.01666667
2024,1,1,228,9.3
2024,1,1,229,9.316666667
2024,1,1,230,9.333333333
2024,1,1,231,9.35
2024,1,1,232,9.366666667
2024,1,1,233,9.383333333
2024,1,1,234,9.4
2024,1,1,235,9.416666667
2024,1,1,236,9.433333333
2024,1,1,237,9.45
2024,1,1,238,9.466666667
2024,1,1,239,9.483333333
2024,1,1,240,9.5
2024,1,1,241,9.483333333
2024,1,1,242,9.466666667
2024,1,1,243,9.45
2024,1,1,244,9.433333333
2024,1,1,245,9.416666667
2024,1,1,246,9.4
2024,1,1,247,9.383333333
2024,1,1,248,9.366666667
2024,1,1,249,9.35
2024,1,1,250,9.333333333
2024,1,1,251,9.316666667
2024,1,1,252,9.3
2024,1,1,253,9.3
2024,1,1,254,9.3
2024,1,1,255,9.3
2024,1,1,256,9.3
2024,1,1,257,9.3
2024,1,1,258,9.3
2024,1,1,259,9.3
2024,1,1,260,9.3
2024,1,1,261,9.3
2024,1,1,262,9.3
2024,1,1,263,9.3
2024,1,1,264,9.3
2024,1,1,265,9.283333333
2024,1,1,266,9.266666667
2024,1,1,267,9.25
2024,1,1,268,9.233333333
2024,1,1,269,9.216666667
2024,1,1,270,9.2
2024,1,1,271,9.183333333
2024,1,1,272,9.166666667
2024,1,1,273,9.15
2024,1,1,274,9.133333333
2024,1,1,275,9.116666667
2024,1,1,276,9.1
2024,1,1,277,9.116666667
2024,1,1,278,9.133333333
2024,1,1,279,9.15
2024,1,1,280,9.166666667
2024,1,1,281,9.183333333
2024,1,1,282,9.2
2024,1,1,283,9.216666667
2024,1,1,284,9.233333333
2024,1,1,285,9.25
2024,1,1,286,9.266666667
2024,1,1,287,9.283333333
2024,1,1,288,9.3
2024,1,2,1,9.3
2024,1,2,2,9.3
2024,1,2,3,9.3
2024,1,2,4,9.3
2024,1,2,5,9.3
2024,1,2,6,9.3
2024,1,2,7,9.3
2024,1,2,8,9.3
2024,1,2,9,9.3
2024,1,2,10,9.3
2024,1,2,11,9.3
2024,1,2,12,9.3
2024,1,2,13,9.3
2024,1,2,14,9.3
2024,1,2,15,9.3
2024,1,2,16,9.3
2024,1,2,17,9.3
2024,1,2,18,9.3
2024,1,2,19,9.3
2024,1,2,20,9.3
2024,1,2,21,9.3
2024,1,2,22,9.3
2024,1,2,23,9.3
2024,1,2,24,9.3
2024,1,2,25,9.3
2024,1,2,26,9.3
2024,1,2,27,9.3
2024,1,2,28,9.3
2024,1,2,29,9.3
2024,1,2,30,9.3
2024,1,2,31,9.3
2024,1,2,32,9.3
2024,1,2,33,9.3
2024,1,2,34,9.3
2024,1,2,35,9.3
2024,1,2,36,9.3
2024,1,2,37,9.3
2024,1,2,38,9.3
2024,1,2,39,9.3
2024,1,2,40,9.3
2024,1,2,41,9.3
2024,1,2,42,9.3
2024,1,2,43,9.3
2024,1,2,44,9.3
2024,1,2,45,9.3
2024,1,2,46,9.3
2024,1,2,47,9.3
2024,1,2,48,9.3
2024,1,2,49,9.3
2024,1,2,50,9.3
2024,1,2,51,9.3
2024,1,2,52,9.3
2024,1,2,53,9.3
2024,1,2,54,9.3
2024,1,2,55,9.3
2024,1,2,56,9.3
2024,1,2,57,9.3
2024,1,2,58,9.3
2024,1,2,59,9.3
2024,1,2,60,9.3
2024,1,2,61,9.316666667
2024,1,2,62,9.333333333
2024,1,2,63,9.35
2024,1,2,64,9.366666667
2024,1,2,65,9.383333333
2024,1,2,66,9.4
2024,1,2,67,9.416666667
2024,1,2,68,9.433333333
2024,1,2,69,9.45
2024,1,2,70,9.466666667
2024,1,2,71,9.483333333
2024,1,2,72,9.5
2024,1,2,73,10.2
2024,1,2,74,10.9
2024,1,2,75,11.6
2024,1,2,76,12.3
2024,1,2,77,13
2024,1,2,78,13.7
2024,1,2,79,14.4
2024,1,2,80,15.1
2024,1,2,81,15.8
2024,1,2,82,16.5
2024,1,2,83,17.2
2024,1,2,84,17.9
2024,1,2,85,17.95
2024,1,2,86,18
2024,1,2,87,18.05
2024,1,2,88,18.1
2024,1,2,89,18.15
2024,1,2,90,18.2
2024,1,2,91,18.25
2024,1,2,92,18.3
2024,1,2,93,18.35
2024,1,2,94,18.4
2024,1,2,95,18.45
2024,1,2,96,18.5
2024,1,2,97,18.51666667
2024,1,2,98,18.53333333
2024,1,2,99,18.55
2024,1,2,100,18.56666667
2024,1,2,101,18.58333333
2024,1,2,102,18.6
2024,1,2,103,18.61666667
2024,1,2,104,18.63333333
2024,1,2,105,18.65
2024,1,2,106,18.66666667
2024,1,2,107,18.68333333
2024,1,2,108,18.7
2024,1,2,109,18.7
2024,1,2,110,18.7
2024,1,2,111,18.7
2024,1,2,112,18.7
2024,1,2,113,18.7
2024,1,2,114,18.7
2024,1,2,115,18.7
2024,1,2,116,18.7
2024,1,2,117,18.7
2024,1,2,118,18.7
2024,1,2,119,18.7
2024,1,2,120,18.7
2024,1,2,121,18.7
2024,1,2,122,18.7
2024,1,2,123,18.7
2024,1,2,124,18.7
2024,1,2,125,18.7
2024,1,2,126,18.7
2024,1,2,127,18.7
2024,1,2,128,18.7
2024,1,2,129,18.7
2024,1,2,130,18.7
2024,1,2,131,18.7
2024,1,2,132,18.7
2024,1,2,133,18.71666667
2024,1,2,134,18.73333333
2024,1,2,135,18.75
2024,1,2,136,18.76666667
2024,1,2,137,18.78333333
2024,1,2,138,18.8
2024,1,2,139,18.81666667
2024,1,2,140,18.83333333
2024,1,2,141,18.85
2024,1,2,142,18.86666667
