Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2024,1,1,9.3,9.5,9.3,9.5,9.3,9.1,9.5,18.9,18.5,18.5,18.7,18.5,18.7,18.7,18.7,18.7,18.9,17.9,9.3,9.5,9.3,9.3,9.1,9.3
2024,1,2,9.3,9.3,9.3,9.3,9.3,9.5,17.9,18.5,18.7,18.7,18.7,18.9,18.5,18.9,9.7,9.3,9.5,9.3,9.3,9.3,9.3,9.3,9.3,9.1
2024,1,3,9.1,9.1,9.1,9.3,9.1,9.1,9.5,9.3,9.3,9.3,9.3,9.3,9.1,9.3,9.3,9.5,9.3,9.3,9.3,9.3,9.5,9.1,9.3,9.1
2024,1,4,9.3,9.3,9.1,9.3,9.1,9.3,9.1,9.1,9.1,9,9.3,9.3,9.5,9.3,9.5,9.3,9.3,9.3,9.5,9.3,9.5,9.5,3.9,3.9
2024,1,5,3.9,6.4,4.1,3.9,3.9,3.9,3.9,3.9,4.1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
2024,1,6,9.3,9.3,9.5,9.3,9.3,9.5,11.5,18.5,18.5,18.5,18.5,18.5,18.7,18.5,18.7,18.7,18.7,18.9,18.7,14,9.5,9.3,9.3,9.5
2024,1,7,9.3,9.3,9.3,9.5,9.3,9.3,15.2,18.5,18.7,18.3,18.5,18.7,18.5,18.7,18.7,18.7,18.7,18.7,18.3,9.5,9.3,9.3,9.5,9.3
2024,1,8,9.3,9.5,9.3,9.5,9.3,9.1,9.5,18.9,18.5,18.5,18.7,18.5,18.7,18.7,18.7,18.7,18.9,17.9,9.3,9.5,9.3,9.3,9.1,9.3
2024,1,9,9.3,9.3,9.3,9.3,9.3,9.5,17.9,18.5,18.7,18.7,18.7,18.9,18.5,18.9,9.7,9.3,9.5,9.3,9.3,9.3,9.3,9.3,9.3,9.1
2024,1,10,9.1,9.1,9.1,9.3,9.1,9.1,9.5,9.3,9.3,9.3,9.3,9.3,9.1,9.3,9.3,9.5,9.3,9.3,9.3,9.3,9.5,9.1,9.3,9.1
2024,1,11,9.3,9.3,9.1,9.3,9.1,9.3,9.1,9.1,9.1,9,9.3,9.3,9.5,9.3,9.5,9.3,9.3,9.3,9.5,9.3,9.5,9.5,3.9,3.9
2024,1,12,3.9,6.4,4.1,3.9,3.9,3.9,3.9,3.9,4.1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
2024,1,13,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.1,3.9,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.9,3.9,3.7,3.9,3.9
2024,1,14,3.9,3.9,4.1,3.7,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.9,3.9,3.7,3.9,3.9,3.9
2024,1,15,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.7,3.9,3.9,3.9,3.9,4.1,3.9,3.9,3.9,3.7,3.9,3.7,3.9,3.9,3.9
2024,1,16,3.9,3.9,3.9,3.9,3.9,4.1,3.9,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.9,4.1,3.9
2024,1,17,3.9,3.7,4.1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.7,3.9
2024,1,18,3.9,3.9,4.1,3.9,3.9,3.9,3.9,3.7,3.9,3.9,3.7,3.9,3.7,3.9,3.9,3.7,3.7,3.9,3.9,3.7,3.7,3.9,3.9,3.9
2024,1,19,3.9,3.9,3.9,3.9,3.7,3.9,3.7,3.9,3.7,3.7,3.9,3.9,3.9,3.9,3.9,3.7,3.9,4.1,4.1,4.1,4.1,3.9,4.1,4.1
2024,1,20,4.1,3.9,4.1,3.9,4.1,3.9,4.1,4.1,3.9,4.1,3.9,3.9,4.1,3.9,4.7,4.1,4.1,3.9,4.1,4.1,4.1,4.1,3.9,4.1
2024,1,21,4.1,4.1,8.8,9.1,9.3,9.3,9.7,9.5,9.7,9.5,9.7,9.7,9.5,9.5,13.4,18.7,18.5,18.7,18.7,18.1,9.5,9.3,9.3,9.1
2024,1,22,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.1,9.3,9.1,12.3,18.5,18.5,18.7,18.1,9.5,9.3,9.1,9.3
2024,1,23,9.3,9.3,9.3,9.1,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.1,9.3,9.3,14.6,18.5,18.5,18.7,18.5,12.5,9.1,9.3,9.3
2024,1,24,9.1,9.3,9.3,9.3,9.3,9.1,16,18.5,18.7,18.7,18.5,18.7,18.5,18.9,18.5,18.7,18.7,18.5,13,9,9,9,9.3,9.3
2024,1,25,9.3,9.5,9.3,9.3,9.5,9.3,17.5,18.5,18.5,18.5,18.5,18.7,18.3,18.5,18.5,26.3,27.6,19.8,18.5,10.7,9,8.6,8.6,8.8
2024,1,26,8.8,8.8,8.8,8.8,9.1,9.9,17.7,18.1,18.1,17.9,17.9,18.1,17.9,18.1,17.7,27.2,27.2,24.9,18.7,9.5,9.3,9.3,9.1,8.6
2024,1,27,8.6,8.6,8.4,8.8,8.8,9,18.7,18.5,18.5,18.7,18.7,18.3,18.9,18.7,18.9,18.7,18.7,18.7,10.3,9.3,9.1,9.3,9.1,9.3
2024,1,28,9.1,9.3,9.1,9.3,9.3,9.3,17.9,18.7,18.7,18.3,18.7,18.3,18.7,18.3,18.5,18.7,19.1,17.1,9.5,9.1,9.3,8.8,9,9.3
2024,1,29,9.3,9.3,9.3,9.1,9.5,10.5,18.5,18.7,19.1,18.7,18.7,18.7,18.9,18.7,18.7,18.9,18.7,18.3,18.5,9.5,9.1,9.3,9.3,9.3
2024,1,30,9.3,9.3,9.5,9.3,9.3,9.3,9.3,9.3,9.3,17.3,19.5,18.7,18.5,18.7,18.5,18.7,18.5,18.1,9.3,9.3,9.5,9.3,9.3,9.1
2024,1,31,9.3,9.3,9.3,9.1,9.3,9.3,9.3,9.3,9.3,9.3,10.1,18.5,18.5,18.3,18.7,18.5,18.9,18.5,18.5,3.9,4.1,3.7,3.9,3.9
2024,2,1,3.9,3.9,4.1,3.9,4.1,9.1,9.5,9.3,9.3,17.7,18.3,17.9,17.9,18.1,17.9,18.3,18.1,10.7,16.7,12.1,9.1,3.9,3.9,3.9
2024,2,2,3.9,3.7,3.9,3.9,4.1,9.1,9.5,9.3,9.3,17.5,17.7,17.7,17.7,18.1,18.5,18.7,18.7,18.7,11.7,9.3,9.3,4.3,3.9,3.7
2024,2,3,3.9,4.1,3.9,3.9,3.9,8.8,9.3,9.1,9.3,18.1,18.5,18.7,18.3,18.7,18.7,18.3,18.5,9.3,3.9,4.1,3.9,3.7,3.9,3.9
2024,2,4,3.7,3.9,3.9,3.9,3.7,6.8,9.3,9.1,9.5,18.7,18.7,18.9,18.9,18.9,18.7,18.7,17.3,9,7.8,3.9,3.9,4.1,3.9,3.9
2024,2,5,3.9,3.9,4.5,9.3,9.3,9.3,9.1,9.5,18.3,18.7,18.5,18.7,18.3,18.5,18.5,18.5,18.5,18.5,10.5,9.3,9.3,9.3,4.1,3.9
2024,2,6,3.9,3.9,3.9,9.1,9.3,9.1,9.1,9.5,17.9,18.5,18.5,18.7,18.5,18.5,18.7,18.7,18.5,18.7,10.3,9.3,9.5,9.3,9.3,9.1
2024,2,7,9.5,9.3,18.3,27.4,28,28,28.2,21.2,19.1,18.7,18.7,18.7,18.7,18.7,18.9,18.9,21.2,27.8,28,24.9,11.5,9.3,9.3,9.5
2024,2,8,9.3,9.1,18.7,27.6,28,28.2,28,18.7,18.7,18.7,18.9,18.7,18.7,18.7,18.7,18.9,26.9,28.4,28,23.9,9.1,9.1,9.1,9.1
2024,2,9,9.1,9.5,17.7,27.2,27.6,27.4,27.4,20.2,18.3,18.5,18.3,18.3,18.5,18.3,18.3,21.2,27.6,27.8,27.6,23.3,11.3,9.1,9.3,9.1
2024,2,10,9.1,9.3,18.1,18.1,18.7,18.5,18.7,18.3,18.5,18.5,18.3,18.5,18.3,18.3,18.5,18.5,18.3,18.5,18.5,17.5,9.3,9.1,9.1,9.1
2024,2,11,9.3,9.1,9.3,18.3,18.3,18.5,18.5,18.5,18.3,18.7,18.5,18.5,18.5,18.5,18.7,18.3,18.7,18.5,18.7,18.5,14.6,9.3,9.5,9.3
2024,2,12,9.3,9.3,9.5,18.5,18.7,18.3,18.5,18.9,18.5,18.5,18.5,18.7,18.5,18.7,18.7,18.7,18.7,18.9,18.5,18.5,15.2,9.1,9.3,9.3
2024,2,13,9.5,9.3,9.5,18.5,19.1,18.7,18.3,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.7,18.5,18.7,18.5,19.1,19.3,14.2,9.5,9.5,9.5
2024,2,14,9.3,10.1,18.7,18.9,19.1,18.7,18.5,18.7,18.5,18.7,18.5,19.1,18.5,18.7,18.5,19.3,27.8,28,27.6,19.1,10.3,9.3,9.1,9.3
2024,2,15,9.1,9.3,16.7,27.2,28.2,28,27.4,18.7,18.9,18.7,18.5,18.7,18.5,18.7,18.5,18.9,27.6,27.8,27.8,21,12.5,9.3,9.3,9.3
2024,2,16,9.1,9.3,18.5,27.6,28.2,27.6,28.2,19.7,18.7,18.9,18.5,18.9,18.7,18.9,18.5,18.9,18.9,18.7,18.5,18.9,12.5,9.1,4.3,3.9
2024,2,17,3.9,3.9,7.6,9.3,9.3,9.3,9.3,9.5,17.5,17.9,17.9,18.1,17.7,18.9,18.9,19.1,18.9,19.1,18.9,19.1,10.1,9.3,5.4,3.9
2024,2,18,3.9,4.1,8.6,9.1,9.3,9.3,9.3,9.3,18.1,18.3,18.7,18.3,18.3,18.5,18.3,18.7,18.7,17.9,9.5,8.8,3.9,3.9,3.9,3.9
2024,2,19,3.9,3.9,9.1,9.1,9.5,9.3,9.3,9.5,18.3,18.5,18.7,18.7,18.7,18.7,18.7,18.7,19.1,18.7,11.9,9.3,3.9,3.9,3.9,3.9
2024,2,20,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.9,3.7,3.9,3.9,3.9,3.9,3.9,4.1,3.9,3.9,3.9,3.7,3.9,3.9
2024,2,21,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.5,3.5,3.5,3.3,3.7,3.5,3.3,3.1,3.1,3.1,3.1,3.3,3.5
2024,2,22,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.5
2024,2,23,3.5,3.5,3.5,3.5,3.7,3.5,3.3,3.5,3.5,3.3,3.3,3.3,3.1,3.3,3.3,3.1,3.3,3.3,3.3,3.3,3.3,3.1,3.3,3.5
2024,2,24,3.5,3.7,3.5,3.5,3.7,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.3,3.5,3.1,3.7,3.5,3.3,2.9,3.1,2.7,3.1,2.9
2024,2,25,2.9,2.9,2.9,2.9,2.9,3.1,3.5,3.5,3.5,3.3,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.7,3.5,3.7,3.7,3.5,3.7
2024,2,26,3.7,3.7,3.5,3.7,3.7,3.7,3.7,3.5,3.7,3.9,3.7,3.7,3.7,3.7,3.7,3.5,3.7,3.5,3.5,3.7,3.7,3.5,3.5,3.7
2024,2,27,3.5,3.5,3.5,3.5,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.7,3.5,3.3,3.7,3.5,3.7,3.7,3.5
2024,2,28,3.9,3.7,3.7,3.9,3.7,3.7,3.7,2.9,2.7,2.5,2.5,2.3,2.1,2.1,2.1,2.1,2.1,2.1,1.9,1.9,1.9,1.9,2.1,2.1
2024,2,29,1.9,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2.1,2.1,2.1,2.1,2.1,1.9,2.1,2.1,2.1
2024,3,1,2.3,2.1,2.3,2.1,2.3,2.1,2.1,1.9,2.1,2.1,2.1,2.1,1.9,2.3,1.9,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2024,3,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2.1,2.1,1.9,2.1,2.1,1.9,2.1,2.1,1.9,2.1,2.1,1.9,2.1
2024,3,3,2.1,1.9,1.9,2.3,2.1,2.1,2.1,2.1,2.1,2.3,2.3,2.1,2.3,2.3,2.1,2.3,2.3,2.1,2.3,2.1,2.3,2.3,2.3,2.3
2024,3,4,2.3,2.3,2.3,2.5,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.1,2.1,2.1,2.1,2.1,2.3,1.9,2.1,2.1,3.5,3.5
2024,3,5,3.7,3.5,3.5,3.5,3.7,3.5,3.5,3.7,3.5,3.5,3.7,3.5,3.7,3.5,3.3,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.7,3.5
2024,3,6,3.5,3.5,3.5,3.5,3.5,3.7,3.5,3.5,3.5,3.7,3.5,3.5,3.5,3.5,3.5,3.7,3.5,3.5,3.7,3.5,3.3,3.5,3.5,3.3
2024,3,7,3.5,3.5,3.3,3.5,3.5,3.5,3.3,3.5,3.5,3.3,3.7,3.3,3.5,3.3,3.5,3.3,3.5,3.5,3.5,3.3,3.5,3.5,3.5,3.5
2024,3,8,3.7,3.5,3.7,3.5,3.5,3.3,3.5,3.3,3.5,3.3,3.5,3.3,3.3,3.5,3.3,3.7,3.5,3.5,3.7,3.5,3.5,3.5,3.5,3.5
2024,3,9,3.5,3.7,3.5,3.5,3.5,3.5,3.7,3.5,3.5,3.5,3.7,3.5,3.5,3.5,3.7,3.9,3.9,3.9,3.9,4.1,3.9,3.9,3.5,3.5
2024,3,10,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.3,3.5,3.5,3.3,3.5,3.3,3.9,3.9,3.9,3.9,4.1,3.7,3.9,3.7,3.7,3.5
2024,3,11,3.5,3.3,3.5,3.3,3.5,3.5,3.5,3.5,3.3,3.5,3.3,3.5,3.5,3.7,3.5,3.5,3.5,3.5,3.7,3.3,3.5,3.3,2.1,2.1
2024,3,12,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2.1,2.1,2.1
2024,3,13,1.9,2.1,2.1,2.1,2.1,2.5,13.8,18.3,18.9,18.5,9.5,9.3,9.5,9.5,9.3,18.5,18.7,18.5,18.7,18.5,9.9,2.1,2.1,1.9
2024,3,14,2.1,1.9,1.9,2.3,2.5,18.5,18.9,18.7,17.5,15.2,9.1,9.1,9.3,9.3,10.9,18.7,18.9,18.7,18.7,2.3,2.1,1.9,2.1,2.3
2024,3,15,2.1,2.1,2.1,2.3,1.9,8,9,9,9.1,9,17.3,18.5,18.3,18.5,18.7,18.5,18.5,18.5,19.1,5.4,3.5,3.5,2.5,2.1
2024,3,16,2.1,2.1,2.1,2.3,2.1,8.8,9.1,9.5,9.3,9.5,17.3,18.5,18.7,18.7,18.7,18.7,18.5,18.5,18.1,2.5,2.9,3.7,2.7,1.9
2024,3,17,2.1,2.3,2.1,2.1,3.5,9.5,9.3,9.5,9.3,9.3,15.4,18.1,18.5,18.5,18.7,18.5,18.7,18.5,18.3,3.1,2.9,3.1,3.7,3.5
2024,3,18,3.5,3.5,3.5,3.7,4.1,9.1,9.3,9.3,9,9.7,18.1,18.3,18.3,18.5,18.5,18.1,18.5,18.3,18.3,9.9,6.6,3.5,3.5,3.5
2024,3,19,3.5,3.3,3.5,3.5,3.9,9.1,9.3,9.3,9.3,9.3,13.6,18.5,18.7,18.7,18.7,18.9,18.7,18.9,18.9,10.5,9,3.5,3.5,3.5
2024,3,20,3.5,3.5,3.5,3.5,4.5,9.5,9.3,9.3,9.3,9.3,18.3,18.5,18.5,18.7,18.7,18.3,18.9,18.7,18.7,11.1,4.7,3.9,3.5,3.7
2024,3,21,3.5,3.7,3.7,3.7,4.1,8.8,9.5,9.3,9.3,9.7,17.7,18.5,18.9,18.7,18.5,18.7,18.7,18.9,18.7,13.2,9.3,3.3,3.3,3.5
2024,3,22,3.5,3.5,3.5,3.7,3.5,7.6,9.3,9.3,9.1,9.5,18.5,18.9,18.9,18.7,18.7,18.7,18.9,18.7,18.7,18.5,9.9,9.3,9.3,9.5
2024,3,23,9.3,9.3,9.5,9.3,9.3,18.1,18.9,18.7,18.7,18.5,18.5,18.7,18.5,18.7,20,29.2,29.4,29.6,28.6,28,22.4,25.5,18.7,18.9
2024,3,24,18.9,18.7,18.7,18.7,18.7,23.3,27.6,28,27.4,28,18.9,18.9,18.7,18.7,27.4,29,29.2,29.4,28.6,28.6,23.5,18.7,18.9,18.5
2024,3,25,18.9,18.9,18.9,18.7,19.5,28,28.4,29.4,29,29.2,29,29,29.2,29,29,29.2,29.2,29,29.2,28.6,26.7,18.9,18.9,18.7
2024,3,26,18.7,18.7,18.7,18.9,18.5,27.2,29.2,29,28.8,29.2,28.6,29.2,28.8,29.2,29.2,28.6,29.2,29,28.6,27.8,19.1,18.7,18.3,19.1
2024,3,27,18.7,18.9,18.7,19.1,18.9,27.4,28.6,29.2,29.2,28.8,29.2,29,29,29.2,28.8,29,29.2,29,29.2,20.6,18.5,18.9,18.5,18.7
2024,3,28,18.7,18.7,18.9,18.7,27.8,28.2,28.2,28.2,28.2,28,28,28.6,28,28,28.6,28.8,29,28.6,28.2,20.2,19.1,18.7,18.7,18.7
2024,3,29,18.7,18.7,19.1,18.7,18.7,18.7,26.5,27.8,27.8,28,27.8,27.8,28.4,28.2,28.6,28.2,28.2,28.8,28.4,29,28.4,20,18.9,19.1
2024,3,30,18.7,18.9,18.7,18.9,18.7,18.9,27.6,28.2,27.8,28,28,28,27.8,28,28.4,28.4,28.8,28.6,28.6,28.4,28.6,26.5,18.7,18.9
2024,3,31,18.7,18.7,18.7,19.1,18.7,19.3,27.6,27.8,27.8,27.8,27.8,28.2,28.4,28.4,28.6,28.4,28.8,28.6,28.8,28.8,28.8,20.2,19.1,18.7
2024,4,1,18.7,18.9,18.7,18.7,18.9,18.9,27.2,27.8,28,28,27.8,28,28,27.8,28.4,28.4,28,28.2,28,27.4,18.7,18.7,18.9,18.7
2024,4,2,18.3,18.5,18.7,18.7,18.9,18.7,18.9,20.6,28.2,28.2,28.4,28.4,28.2,28.4,28.6,28.6,28.8,29,28.6,28.8,28.2,27.8,18.9,18.5
2024,4,3,18.7,18.7,18.3,18.7,18.7,18.7,27,28.2,28,28.2,34.6,35.6,35,35.4,36.8,36.8,37,37.2,37,36.4,27.8,28,19.3,18.7
2024,4,4,19.1,18.7,18.7,18.7,26.7,27.4,28.6,38.1,37.9,37.9,37.9,38.1,37.9,38.1,38.7,38.1,38.3,38.3,38.1,30,29,28,35.8,36.8
2024,4,5,36.8,36.8,36.8,37.4,37,37.2,37.7,37.6,38.1,37.7,38.1,37.9,37.9,37.9,37.7,38.1,38.1,38.1,37.9,37.9,37.9,34.4,19.3,18.7
2024,4,6,18.5,18.5,18.7,18.5,28.4,37,36.8,36.8,37,37.6,37.9,37.7,38.1,37.9,37.9,38.1,37.9,38.1,37.7,37.9,37.9,30.4,18.9,18.9
2024,4,7,18.7,18.9,18.7,19.1,27.8,36.8,37,37.4,37.9,38.3,37.9,37.7,36.6,28.2,28,22.2,18.7,19.1,18.5,18.5,18.7,18.5,18.7,18.7
2024,4,8,18.7,18.5,18.7,18.7,18.7,18.9,18.7,18.5,19.5,28,27.6,28,27.8,26.7,18.9,18.9,24.9,27.8,28,18.7,18.7,18.7,18.7,18.9
2024,4,9,19.1,27.8,28.4,37.2,37.2,37.2,37.2,37,37.2,37.2,37.2,37,37.4,37,37.2,37.4,37.2,37.9,38.1,38.1,35.2,28,19.3,18.9
2024,4,10,19.1,18.5,19.1,27.6,28.4,37.2,36.6,37.7,46.5,46.3,46.1,46.3,45.9,46.3,46.3,46.1,46.5,37.9,37.4,29.4,28.2,28.6,19.3,19.5
2024,4,11,19.3,19.1,20.4,28.4,29,37.4,37.6,46.3,46.3,46.3,46.7,46.3,46.3,46.3,46.1,46.5,46.1,46.7,46.3,37.4,37.4,37.4,19.8,18.7
2024,4,12,18.7,18.7,19.7,28.6,37.4,37.2,45.5,45.7,46.7,46.5,46.3,46.5,46.5,46.5,46.5,46.5,46.5,46.7,46.5,37.6,28.8,28.2,18.9,19.1
2024,4,13,18.7,18.7,18.9,18.9,18.9,26.1,34,46.3,46.5,45.9,46.1,46.7,46.3,46.9,47.5,47.7,47.9,47.9,46.5,46.5,47.1,27.4,18.7,18.7
2024,4,14,18.9,18.7,17.7,17.5,19.1,26.7,36.2,45.9,46.5,46.5,46.3,46.5,46.5,46.7,47.9,47.7,47.7,48.4,46.7,46.5,44.6,31.5,19.1,18.7
2024,4,15,18.9,18.9,18.5,18.7,18.9,27,36.6,44.4,45.5,46.5,46.1,46.3,46.3,46.1,47.9,47.7,47.9,47.9,46.9,46.7,41.8,28.2,18.9,18.7
