Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2024,1,1,4.245443224,3.775614174,3.775614174,4.245443224,3.775614174,3.775614174,4.245443224,3.775614174,3.775614174,3.775614174,3.775614174,3.775614174,3.775614174,4.245443224,4.245443224,13.20615872,12.73632967,13.20615872,8.960715499,4.245443224,3.775614174,3.775614174,3.775614174,3.775614174
2024,1,2,2.830295483,2.830295483,2.830295483,2.830295483,2.830295483,2.830295483,3.300124533,2.360466433,3.300124533,2.360466433,2.830295483,2.830295483,2.830295483,2.830295483,2.830295483,3.300124533,3.300124533,3.300124533,3.775614174,3.775614174,4.245443224,4.715272274,4.715272274,4.715272274
2024,1,3,3.775614174,3.300124533,2.830295483,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.775614174,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.775614174,3.300124533,3.775614174,4.245443224,3.775614174,3.775614174
2024,1,4,3.775614174,3.300124533,3.300124533,3.300124533,3.775614174,3.300124533,2.830295483,3.300124533,3.300124533,3.300124533,3.300124533,2.830295483,2.830295483,2.830295483,3.300124533,2.830295483,3.300124533,2.830295483,3.775614174,3.300124533,3.300124533,3.300124533,3.300124533,6.130420016
2024,1,5,3.300124533,3.300124533,3.775614174,2.830295483,2.830295483,2.830295483,3.300124533,3.300124533,3.300124533,3.775614174,3.300124533,3.775614174,3.775614174,4.245443224,3.775614174,4.245443224,3.775614174,4.245443224,4.245443224,3.775614174,4.245443224,5.660590966,3.775614174,6.130420016
2024,1,6,3.775614174,3.775614174,3.775614174,3.775614174,3.775614174,3.775614174,13.20615872,12.73632967,12.73632967,13.20615872,12.73632967,13.20615872,12.73632967,12.73632967,13.20615872,12.73632967,14.15147741,25.9424884,25.47265935,25.9424884,25.9424884,25.9424884,25.9424884,19.81206838
2024,1,7,4.245443224,3.775614174,4.245443224,3.775614174,4.245443224,4.245443224,12.73632967,12.73632967,14.15147741,12.73632967,13.20615872,12.73632967,12.73632967,13.20615872,12.73632967,13.20615872,25.0028303,25.9424884,25.47265935,20.75738707,10.85135288,3.775614174,3.775614174,3.775614174
2024,1,8,4.245443224,3.775614174,3.775614174,4.245443224,3.775614174,3.775614174,4.245443224,3.775614174,3.775614174,3.775614174,3.775614174,3.775614174,3.775614174,4.245443224,4.245443224,13.20615872,12.73632967,13.20615872,8.960715499,4.245443224,3.775614174,3.775614174,3.775614174,3.775614174
2024,1,9,2.830295483,2.830295483,2.830295483,2.830295483,2.830295483,2.830295483,3.300124533,2.360466433,3.300124533,2.360466433,2.830295483,2.830295483,2.830295483,2.830295483,2.830295483,3.300124533,3.300124533,3.300124533,3.775614174,3.775614174,4.245443224,4.715272274,4.715272274,4.715272274
2024,1,10,3.775614174,3.300124533,2.830295483,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.775614174,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.300124533,3.775614174,3.300124533,3.775614174,4.245443224,3.775614174,3.775614174
